ChpVrsNdx,NumWrd,nPilcrow,PText,RText,TText
3329,29,0,"","","w w w w w w w, w w w w w w w w w w, w w Twt w; w w w w w w w w."
3330,31,0,"","","w w w w w, w w w w w w w w; w w Twt w w; w w w w w w w w w w w w w."
3331,22,0,"","","w w w w w, w w Twt w, w w w w w w: w w Twt w w w w."
3332,34,0,"","","w w w w w, w Twt w, Twt w w w, w w w w w? w w w w w? w w w w w, w w w, w w w w."
3333,56,0,"","","w w w w w, w w w w w w, w w w w: w w w w w w w w, w w w, w w w, w w w w w, w w w w, w w w w w w w, w w w w Twt, w w Twt w w w."
3334,47,2,"","","w w w w, w w w w: w w w w w w w w w, w w w w w, w w w, w w w w w, w w w w w w w w w w, w w w w w w w."
3335,18,0,"","","w w w w w w, w, w w w w w w w, w w w w."
3336,31,0,"","","w w w w w w w w; w w w w w. w w w w, w w Twt, w w w w w w, w w w w w."
3337,33,0,"","","w w w w w, w w Twt w w w; w w w w w. w w w, w w w w w w. w w w w w w w w."
3338,37,0,"","","w w w w w, w w w w w w, w w w w w w w. w w w w w w w w w, w w Twt w w w w w w w."
3339,25,0,"","","w w w w w Twt w w w w, w w w w w, w w w w, w w w w, w w."
3340,26,0,"","","w w w w, w, w w, w w w w; w w w w w w w w w w: w w w w w."
3341,41,0,"","","w w, w w w w w w w w? w w w w, w w w w w w w w w w. w w, w w w, w w w w; w w w w w w w w."
3342,19,0,"","","w w w w w w w w: w, w w w w, w w, w w w w."
3343,31,2,"","","w w w w w; w w w w w w w w Twt w w w w w w w w w. w w w w w, w, w w."
3344,32,0,"","","w w w w w, Tw wt w w: w w w w w w Twt w w w w w w w w w. w w w w w w w."
3345,24,0,"","","w w w w w w w w w, w w, w w w Twt w w w, w w w w w w."
3346,34,0,"","","w Tw wt w w w w w w w: w w w w w w w w Tw wt w w. w w w w w w, w w w w w w."
3347,29,2,"","","w w w w w w w, w w w w w w w w Twt w w, w w w w w w w, w w w w."
3348,38,0,"","","w w w w w w w, w w w w w w w? w w w w w, w w: w Twt w w; w w w w. w w w w w w w w w."
3349,13,1,"","","w w w w w w w w w, w w w w."
3350,22,0,"","","w w w w w w w w w w w: w w w w, w w w w w w w."
3351,26,2,"","","w w w w w w w w w, w w w w w w, w Twt w w: w w w w w w w."
3352,27,0,"","","w w w w w w, w w, w w, w w w w; w w w, w w w, w w w w w w w."
3353,33,0,"","","w w w w w w, w, w w, w w w w w w, w w w w w w. w w w w: w w w w w, w w w."
3354,27,0,"","","w w w, w w, w w w, w w w w w w w. w w w w w w, w w w w w w?"
3355,16,0,"","","w w w w, w w w w w w w w w w w w."
3356,40,2,"","","w w w w w w, w, w w w w w w w w w w, w w w w w w, w w; w w w, w w: w w w w w? w w, w w w."
3357,29,0,"","","w w w w w w w w w w w w. w w w w w w, w w w w w w w w w, w w."
3358,32,1,"","","w w w w w, w w w w w w, w w w w w, w, w w w w w w w, w w w w w w w w."
3359,23,0,"","","w w w w, w w w w, w w w w w; w w w w w w w w w w."
3360,51,0,"","","w w, w w w w w w, w w w, w w w w w Twt w w w w w w w w w w; w w w w w: w w w w w w w w w w w w w w w w w w w."
3361,28,0,"","","w w w w w w w w w w w w w w, w w w w w w w w w: w w w w w."
3362,32,0,"","","w w w. w w w w w w w w w w w w, w w, w, w, w w w w w w w w w w w w w."
3363,18,0,"","","w w w w w w, w, w w w w: w w w w, w w w."
3364,39,0,"","","w w w w w, w w w w w w w w w w, w, w, w w w w, w w w w w w w: w w w w w w w w w w w."
3365,22,2,"","","w w w, w w w w, w w w w, w w w. w Twt w w w w w w."
3366,12,0,"","","w w w, w w w w, w w w w w."
3367,22,0,"","","w Tw w wt w w w w w w w w: w w w w w w, w w w w."
3585,14,0,"","","w w w w w w w w w w w Twt w w."
3586,50,0,"","","w w w w w, w w w w w w, w w w w, w w w, w w w w w w, w w w w w w, w w w w w w, w w w w w w w w w w w w w w:"
3587,20,0,"","","w w w w w, w w w w w w w. w w w w w w w w."
3588,26,2,"","","w w w w w w w w w w, w w w w w w w w, w w w, w w, w, w w."
3589,23,0,"","","w w w w w w, w w w? w w w, w Twt w w w w, w w w w w."
3590,30,0,"","","w w w w w w, w w w w w w w w, w Tw wt w w w w, w w w w w w, w w w."
3591,64,0,"","","w, w, w w w w w w w w, w w w, w w w w w w, w w w w w, w w w w w w w w w; w w w w w w w: w w w w w w w w w w, w w w w w w w Twt w w w w w w."
3592,18,0,"","","w w w w w w w, w w w w, w w w w w w w."
3593,31,0,"","","w w w w w w w w w, w w, w w, w w Twt w w, w w w w w: w w w w w w Twt w."
3594,21,0,"","","w w w w, w w Twt w w, w w w w, w w w w w w w w."
3595,51,0,"","","w w w, w w w, w w w w w Dwd w w, w w w w w w w w w w w w w, w w w w w. w w w, Twt w Dwd w, w w w w w w w w w w w w."
3596,23,0,"","","w w w w, w w w, w w w, w Twt w w w w w w. w w w, w w."
3597,40,0,"","","w w w w, w w w w w w w w w w w w w? w w w w w w w w w w w w, w w w w w w w w w w w."
3598,38,0,"","","w w w w w, w Twt w w w w w w, w w w w w w; w w w w Twt w: w w w w w, w w w w w w w w."
3599,49,0,"","","w w w w w w w w w w w w w w w w, Tw wt w w w w w w w: w w w w, w w w w w w w; w w w w w w w w w w w w w."
3600,30,0,"","","w w w w w, w w w w w w w w w w w Tw wt w w w w w w w w w w w w."
3601,41,0,"","","w w w w, w w w w w w w w w w w: w w w w w w, w Twt w w w w w w w w w: w w Dwd w w w w w w."
3602,34,0,"","","w w w w w w w w w, w w w w, w w w, w w w w w w w. w w w w, w w w w w w w."
3603,68,0,"","","w w w w, Tw wt w w w w w w w w w? w w w w w w, Twt w w w, w w w w, w w w w w w w w w w w w w w w w w w w w: w w w w, w w w, w w w w w w w w w w w w:"
3604,37,0,"","","w w w w w w w w w w w w w w: w w w Twt w, w w w w w w w w w, w w w Twt w Twt w w w."
3605,21,1,"","","w w w w w w, w w, w w w w w: w w, w w w w w w."
3606,47,0,"","","w w w w w w w w w, w w w, w w w w: w w w, w w w w w w w w w w w w w, w w, w w, w w w w w w w w w w w."
3607,12,0,"","","w w w w w w w, w w w w w."
3608,31,0,"","","w w w w, w w w w w w w, w w w w w w w. w w w w w w w, w w w w w w."
3609,36,2,"","","w w w w w w w w w w w w w w w w w: w w w w w w w w w w w w w w w w w w w."
3610,43,0,"","","w w w w w w, (w w w w w w w w w w Twt: w Tw wt w w w w, w w w w:) w w w w w w w w w w w w w w w."
3611,23,0,"","","w w w w w w w w, w w w, w w Twt w: w w w w w w w w."
3612,14,1,"","","w w w w w w w w, w w w w w w."
3613,31,0,"","","w w w w w, w w w w w w w; w w w w w w w: w w w w w w w w, w w w w."
3614,31,0,"","","w w w w w w, w, w w w w w, w w w w w; w w w w w w. w w w w w w w w."
3615,23,0,"","","w w w, w w w w w Twt w, w w w w, w w w w w w w w w?"
3616,59,0,"","","w w w w, w, w w w w, w, w w, w w w w w w w w, w w, w w w w w w? Tw w wt w w w Tw w wt w w: w w w w w w w w; w w w w Twt w w w, w w w w."
3617,38,0,"","","w w w w w w, w w w: w w w w w w w, w w w w w, w w w w w w w w w w w w: w w w w w."
3841,21,0,"","","w w w w w w w, w w w w w w w, w w w w w w w."
3842,56,0,"","","w w w w w, w w w w w w w w: w w w Twt, w w w w w w w w w w w w w w, w w w w w, w w, w w w Twt w? w w w, w w Twt w w w w w w w."
3843,24,0,"","","w w w w w, w, w w Twt w w w; w Tw wt w w Twt w w w w w w."
3844,31,0,"","","w w w, w w w w w w w w w, w w w w w w w w w w w w w, w w w w w w!"
3845,27,0,"","","w w w Twt, w w w w w w Tw wt w w w w, w w w w w, w w w, w w w."
3846,26,0,"","","w w w w w w w w w w w w w w w w: w w w w w w w w w w."
3847,33,1,"","","w w w w w w w w, w w w w w w, w w w, w w w w w w w, w w w w w w Dwd, w w."
3848,30,0,"","","w w w w w w w w w w w w w, w, w w Dwd w w w w w w w, w w w w w Dwd."
3849,16,0,"","","w w w w w w, w w w. w w w, w w w w."
3850,29,2,"","","w w w w w w w w w w, w, w w w w w w w w w w, w w w w, w w w w."
3851,25,0,"","","w w w w w w w w w w, Tw wt w; w w w w w w, w w w w w w."
3852,31,0,"","","w w w w w w w, w w, w w w, Twt w w, w w w w. w w w w w; w w w w w w w."
3853,18,1,"","","w w w w w w w, w, w w w w w w w w w w."
3854,50,0,"","","w w w w w w w w Twt w w w w, w, w w w w; w w w w Twt w w w: w w w w, w w w w w, w w w w w, w w w w w w w w w w."
3855,22,0,"","","w w w w w w w w, w, w w Tw w w wt w w w w w w w."
3856,24,0,"","","w w w w w, w w w w w w. w w w w w w, Tw wt w, w w w w."
3857,20,0,"","","w w w w w, w w w w w w, w w w w w w w w w."
3858,34,0,"","","w w w w w w w w; w w w w, w w w w, w w w w, w w w w w w w w w, w w w w w."
3859,32,2,"","","w w w w w w w w, w w w w w w? w w w w, w w w w w: w w Twt w w, w w w w."
3860,36,0,"","","w w w Twt w, w w w w w w w w w w w w? w w w w w w, w w, w w w w w: w w w Twt w w."
3861,40,0,"","","w w w w w, w w, Twt w Dwd w, w Twt w w w w w, w w w w w w w w w w, w w w w w, w w w w w w w."
3862,28,0,"","","w w w w w, w w w w. w w w w w w, w w w w, w w w w w w Twt w w."
3863,36,0,"","","w w w w w w w w w, w w w w w w: w w w w w w w w w, w w w w w w, w w w w w w."
3864,42,1,"","","w w w w, w w w w Twt w w, w w w w w w w w: w w w w w w w w; w w w w, w w w w w w w w w w w."
3865,39,0,"","","w w w w w w, w w w w w w w w w: w w w w w w w w w w Dwd, w w w w w, w w w Twt w, w w w:"
3866,25,0,"","","w w w w w, w w w w w w; w, Tw wt w, w w w w w w w w w w."
3867,34,0,"","","w w w w w w w w, Tw wt w w w? w w w w w w, w w w w w w, w w w, w w w w w w."
3868,19,0,"","","w, w w w w w w w w w, w w w w w w w w w."
3869,16,0,"","","w w w w w w w w w w w w: w w w w."
3870,47,2,"","","w w w w w w w w Twt w, w w w w w w, w w w w w, w w w w: w w w w w Twt w w w w w w w, w w w w, w w w w w."
3871,27,1,"","","w Twt w w, w, w Twt w w w w w. w w w, w Dwd, w w w, w w w w w w w."
3872,37,2,"","","w w w w w, w Twt w w w w w w Tw w wt, w w w w, w, w w w w w w w w w w w, w w w w w:"
3873,18,0,"","","w w w w, w w w w w w, w w w w w w w w:"
3874,44,0,"","","w w w w w w w, w w w w, w w w w w, w w; Twt w Tw wt w w w w, w Twt w w w Twt w w: w w w w w w w w w w."
3875,38,0,"","","w Tw wt w w w w w w w w w? w w w w, Twt w w w w w w w w w w w, w w w Twt w w w w w w."
3876,30,0,"","","w, Tw wt w w w w w w, w w Twt, w w w Twt; w w w w w w w w w w w w w w."
3877,13,0,"","","w w w w w w w w, w w w w w."
4097,51,0,"","","w w w w w w w w w Tw w wt, w, w w w w w w w, w w w w w w, w w w w w Twt w w, w w w w w w, w w w w w w, w w w w w."
4098,49,0,"","","w w w w w w, w w w w w? w w w, w w Twt w w w w w w w; w w w w w w w w w w w w; w w w, w w w w w w w w w w."
4099,38,0,"","","w w w w, w w Twt w w w? w w w w w w, w, w w w w: w w w, w w w w w w w w w w w w w w."
4100,33,0,"","","w w w w w w, w, w Twt w w Twt w w. w w w, w w w w Twt w w w w w w w, w w, w w."
4101,38,1,"","","w w w w w w w, w, w w w w w w w w w w w w w, w w Twt w, w w w w: w w w, w w w w w w."
4102,32,0,"","","w w w w w w, w w w w w w w w: w w w w w w w w w Twt w w w w w w w w."
4103,19,0,"","","w w w w w w w, w w, w w, w w w, w w w w w:"
4104,48,0,"","","w Dwd w w w w w w w w w w w w, w w w w w w; w w Dwd w w w w w w w w w w w: w, w, w Tw wt w w w, w w Twt w w w."
4105,32,2,"","","w w w w w w w w w w, w w w w w w w w w w? w w w w, w w w, w w w w w."
4106,37,0,"","","w w w w, w w w w w w w, w w w w? w w w w, w w Dwd w w w w, w w. w w w w, w w w w w?"
4107,44,0,"","","w w w w w, w w w w w, w, w w, w w w w w w, w w w: w w w w Tw wt w Tw wt? w w w, w w w w; w w Dwd w w w."
4108,24,0,"","","w w w w w Dwd w w w w w, w w w Dwd w w w w w w w w w."
4109,33,0,"","","w w w w w w w w w w, w w w w w w w w w w, w w w w w, w w w w w, w w w."
4110,17,0,"","","w w w, w w w w w Twt w w, w w, w w w w."
4111,17,1,"","","w w, w w w w w w w w, w w w, w w w w."
4112,28,0,"","","w w w w w, w w w w, w w, w w w w, w w w w w, w w w w, w w w w."
4113,19,0,"","","w w w w w, Twt w w w w w w? w w w w w w w?"
4114,30,0,"","","w w w w w, w; w w w Dwd, w w w, w w w w w w, w, w w w w, w w w w w w."
4115,31,0,"","","w w, w w w w? Tw wt w Twt w w w w w w? w w w w w w w w, w w w w w w w."
4116,13,2,"","","w w w w w, w w w w w w w w."
4117,43,0,"","","w w w w w, w w w w w w, w w w w w w w w; w w w w w w w w w w w w: w w w w w w w Twt w w w w."
4118,26,0,"","","w w w w w w w w w w w w; w w w w w w w w w w w w w w."
4119,36,0,"","","w w w w w, w w w w w w, Twt w w w w w w w w w w w: w Twt w w w w w w w w w w w."
4353,23,0,"","","w w w w w, w w w w w w w w, w w w w w w w w w w:"
4354,35,0,"","","w w w w w w w w Twt w w w w, w w w w w: w w w w w Twt w w w w; w w w w w w w:"
4355,28,0,"","","w w w w w w w w w w: w w w w w Twt w w w w: Twt w w w w w w w."
4356,12,0,"","","w w w w w w, w w w w w w."
4357,17,0,"","","w w w, w w w w w w, w w w w w w w w."
4358,28,0,"","","w w w w w w w, w w w w, w, w w w w w w: w w w Twt w w? w w; w w."
4359,17,0,"","","w w w w w, w w w w w w Twt w w w w w."
4360,47,0,"","","w, w w, w w w w w w w, w w Twt w w, w w Twt w w w w, w w w w w w w w w w: w w w Twt w w w w, w w w w w w w."
4361,44,0,"","","w, w w w w w w w, w w w Twt w: w w w w w w, w w w w w w w w w, w w w w w w, w w w w w w w w w w."
4362,38,0,"","","w w w Tw wt w, w w Twt w w w w w w, w w w: w w w w w w w Twt w w w, w Twt w Twt w w Twt w w."
4363,36,0,"","","w w w w w w w w w w w, w w w w w, w w w w Twt w w w w w; w w w w w w w w w w."
4364,48,0,"","","w w w w w w w w w w w w w w, w w w w w w w w w w w w w: w w w w w w w w w Twt w w w w w w w w w w w."
4365,34,0,"","","w, w w w w w w w, w w w w w w w w w, w w w w w w w w, w w w w w w w w w."
4366,45,0,"","","w w w w w w w w w, w w w w w w Twt w w w w w w. w w Dwd w w w w w w w w w, w w w w w Dwd w w w w w."
4367,29,1,"","","w w w w w w w w w w, w w w w w w w w w w w w; w w w w w w w."
4368,36,0,"","","w w w w, w w w, w, w w w w w w w w w w, w w w w; w w w w w w, w w w w w Twt w w."
4369,32,0,"","","w w w w w w w; w w w w w w w w w w w: w w w w w w w; w w w w w w w."
4370,35,0,"","","w w w w w, w w w: w w w w w w w w, w w w w w w w w, w w w w w w w; w w w w."
4371,23,0,"","","w w w w w w w w w w w w, w w w w w; w w w w w w."
4372,46,0,"","","w w w w w w w w w w w, w w, w Twt w w w? w w w w w w, w w w w w w w w. w w w w w w w w w Twt, w w w w."
4373,41,0,"","","w w w w w, w w w w, w w w w w w w w, w w w w w w, w w w w, w, w w w w w w: w w w w w w w."
4374,32,3,"","","w w w, w w w w w Twt w w, w w w w w: w w w w w w w w w w w w w w w w."
4375,46,2,"","","w w w w w w w w w w, w w Twt w, w w, w w w w w w w, w w w, w w w w w w, w w w, w w, w w w w w w w w w."
4376,19,0,"","","w w w w w. w w w w w, w w w w w w w w w."
4377,37,2,"","","w w w w w w w w w w w: w w Twt w w w, w w Twt w w w, w w w w w w w w w, w w w w w."
4378,10,0,"","","w w w w w w w w w w."
4379,38,2,"","","w w w w w, w w w w w w, w w w w w w w w w w w w w, w w w w w w w w, w w w w w w,"
4380,23,0,"","","w w, w w, w w w, w w, w w, w w, w w Twt, w w, w w, w w Twt,"
4381,36,0,"","","w w, w w, w w, w w w w, w w, w w w w w Twt w w, w w: w w w, w w Twt w, w w, w w, w w w."
4609,20,0,"","","w w w w w w Twt w w, w w w w w w w w w w w."
4610,57,0,"","","w w w w w w w w w w w w w w w, w w w w w w w w w w w w w, w w, w w w w w w w w w w w. w w w w w w w, w w w w w w w w w."
4611,53,0,"","","w w w w, w w w w w: w w w w w, w w w w w w; w w w w w w, w w w w w: w w Tw wt w w w w w: w w Tw wt w w w w w w w w w."
4612,32,0,"","","w w w w w w, w w w w w w w. w w w w w w w w, w w w w w w w w w w w."
4613,37,0,"","","w w w w w w w w w, w, Twt w w w w w w w w, Twt w w. w w w w w w w w w w w w w w w."
4614,19,2,"","","w w w w w w w w w w: w w w w w w w w w;"
4615,25,0,"","","w w w w w w w w w w w w, w w w w w w w w w w w w Twt."
4616,25,0,"","","w w w w w w w w w w w w w: w w w w w w w w w w w w."
4617,53,1,"","","w w w w w w w. w w w w w w, w w w w w w w w w w w w, w w w w w w w w, w w w w w w w w w w w; w w w w Twt w w w w."
4618,19,0,"","","w w w w w Twt, w w w, w w, w, w w w w w w w."
4619,38,0,"","","w w w w w w w w w, w, w, w w Twt, w w w w w w w w w w w? w w w w w w w Twt w w, w w w."
4620,51,0,"","","w w w w w w, w w w w w w Twt w w w w w, Twt w w w w w w w w w w w: w w w w w w w w w w w w, w, w w w Twt w w w w."
4621,28,0,"","","w w w w w w w w w w: w w w w w w w w w, w w w w w w w w Twt."
4622,37,0,"","","w w w, w w w w w w w. w w w w w w w w, w w w w w w w w, w w Twt w w w w w w w w."
4623,16,0,"","","w w w w w w w w w w w w w, w w w."
4624,19,0,"","","w w w w w, w w w w w w w w: w w w w w w."
4625,33,0,"","","w w w w, w w w w w w w w w w, w w w w w w w w w w: w w w w w w w w w."
4626,51,2,"","","w w w w w w w w w w w w w w, w Twt w w w w: w w w, w w w w w w w w w w: w w w w w w w w w: w w w w w w w, w w."
4627,26,1,"","","w w w w w w w, w w w w, w w w w w, w w w Dwd w w w w w w."
4628,33,0,"","","w w w w w, w w w w w w w, w w w w w w w: w w w w w w w w, w w w w w w."
4629,21,0,"","","w w w w w, w w w w w w w w. w w w w w w, w w."
4630,38,0,"","","w w w w w w w w w w w, w w, w w, w w w, w w w w. w w w, w w w w, w w, w w w w w w w?"
4631,25,0,"","","w w, Tw wt, w w w. w w w w w, w. w w w w w w w w w, w w w."
4632,34,0,"","","w w w w w w w: w w w w w w w w w w w w w w, w w w w w, w w, w w w w w w."
4633,29,0,"","","w w w w, w w w w. w w w w, w w Twt w, Tw wt w w w w. w w w w, w w w."
4634,29,0,"","","w w w w w w w: w w w w w w w, w w, w Twt w w w. w w w w, w w w w."
4635,35,0,"","","w w w w, w w w w w w w w w w w w w w w w w. w w w w, w Twt w w w, w w w w w."
4636,48,0,"","","w w w, w w w w w, w w w. w w w w w w w w w w w w w, w w, w Twt w Dwd w w, w w w w w w w w w w w w w w w w."
4637,35,0,"","","w w w w, w w w w w w? w w w, w w w w w w, w Twt w w, w w w w w, w w w w w Tw wt."
4638,18,0,"","","w w w w Tw wt, w w, Twt w w. w w w w, w w w."
4639,28,0,"","","w, w, w w; w w w, w, w w w w: w w Dwd w w w w w w w w w w w w w."
4640,38,0,"","","w w w w w w, w w w w w w? w w w, w w w w w w w, w w w w w w w w Twt w, w w Twt w w Twt."
4641,46,2,"","","w w w w w w, w w w w w w w w w, w w: w w w w, w w w, w w w w, w w, w w w! w w w w w w w, w w, w w, w w!"
4865,13,0,"","","w w w w w, w, w w w w w w w."
4866,28,0,"","","w w w w w w Twt w w w w w w: w w w w w w w w w w w w w w w."
4867,23,0,"","","w w w w w w w w w w w w, w w w w w w w w w w w."
4868,24,0,"","","w w w w w w, w w w w w w w w, w w w w, w w, w w, w w!"
4869,51,0,"","","w w w w w w w w w, w w, w w w w w w w w w w w, w w w w w w w, w w w w w w w w w w, w w w w w w, w w w w w w;"
4870,46,0,"","","w w w w w w, w w w w. w w w w w w, w w w w w w w: w w w w w, w w w w w, w w w w w w w, w w w w w w."
4871,50,0,"","","w w w, w w, w w w w w w: w w w w w Dwd, w w w w w, w w w w w w w w w: w w w w w w w w w w w w w w w w w w w."
4872,42,0,"","","w w w w, w w w w w. w w w w w w w, w, w, w w w w w w w. w w w w w w w w: w w w w w w w w w."
4873,47,1,"","","w w w w w w w w w w w w w, w, w w w w w w w w w w w, w w w w w w w w w w w; w w w w w w w w w w w."
4874,24,0,"","","w w, w w w w w, w w w w. w w w w w w w w w w w w w?"
4875,47,2,"","","w w w w w w w w w w w, w, w w w w w w, w, w w w w w w w w w w w w w? w w w w w w w w w w w, Twt w w w."
4876,22,0,"","","w Twt w w, w Twt w w w w w: w w w w w w w w w w w?"
4877,39,0,"","","w w w w w, Twt w w w w w, w w w w? w w w w w, w w w, w w w w w w w w w w w w w w w w."
4878,33,0,"","","w w w w w w w w w w w, w w Tw w wt w w; w w w w Tw wt w w w, w w, w w w w."
4879,25,0,"","","w w w w, w w w w. w w w w w, w w w w w w, w w w w w w."
4880,25,1,"","","w w w w w w, w w, w Twt w w, w w w w w w w w w w w w w."
4881,37,0,"","","w Tw wt w w w w w w w, w w w w w w w w w, w w w w w w w w w w; w w w w w w w w."
4882,37,0,"","","w w w w w w w w w w w w w, w w w w w w w. w w w w w w w w w w w, w w w w w w;"
4883,43,0,"","","w w w w w, w w w w w w w w, w w w w w w w w w w w w w w w w w w w w w, w w w w w w w w w."
4884,33,0,"","","w w w w w w w w w: w, w, w w w w w w w w w w w w w w w w w w w w w w."
4885,24,0,"","","w w w w w w w w w, w w w w w w w w w, w w w w Dwd w?"
4886,48,0,"","","w w w, w w w w w w w, w w w w, w w w w w w w w w? w w w w w w w w w w w w? w w w w w w w Twt w w w w w?"
4887,16,0,"","","w w w w w w, w w w w. w w w w w w."
4888,40,1,"","","w w w w w w w w w w w w, w w w w w w, w w w w, w w w w, w w w w w w w w w w w Twt w w."
4889,28,0,"","","w w w w w, w w w w w w w w w w, w w w w w w, w w w w w w, w?"
4890,36,0,"","","w w w, w w, w w, w w w w: w w w w, w w w w w w, w w w w w, w w w w w; w w w Twt w."
4891,30,0,"","","w w w w w w w w w w w; w w w w w Twt w w w w w: w w Tw wt w w w w."
4892,43,0,"","","w w Twt w w w w w w w w w w w w: w w w w w w w w w w w w w w w. w w w w w w w w w w w w w?"
4893,23,0,"","","w w w w w w, w w w w w w w w? w w w, w w w w w w."
4894,26,0,"","","w w w w w w, w, w w w w, w w w w w w w w w w w w w w w."
4895,20,1,"","","w w w w w w w w, w w w w w w w, w w w w w."
4896,31,0,"","","w w w w w w w, Twt w w w: w w w w w w w w w w w w w; w w Twt w w w w."
4897,20,0,"","","w w w w w w, w w w w w, w w w w w w w w w."
4898,22,0,"","","w w w w w w, w w w w w w, w w w w w w w w w w?"
4899,53,0,"","","w Twt w w w w w: Twt w w w w w w w? w w w w w w w w w w w? w w w w w w w w w w w w w? w w w w w w w w w w w w w w?"
4900,24,0,"","","w w w w w w w w w w w w: w w w w w w w w w w w w?"
4901,54,0,"","","w w w, w w w, w w w, w w w w w w w w, Tw w wt w w w w w w w w w w. w w w w w; w w w w w w w w w; w w w w w w w w w w."
4902,36,0,"","","w w w w, w w w w w w, w w w w w w w w w w w w w: w w w w w w w, Twt w w w w w."
4903,28,0,"","","w w w w w w w. w w w w w w w, w w w w, w w w; w w w w w w w."
4904,29,3,"","","w w w w w w w, w w w w w w: w w w w w w w w w, w w w w w w w."
4905,43,2,"","","w, w, w w w w w w w w w, w w w w w, w w w w w w w w w w w, w w w w w, w w w, w w w w w w, w w?"
4906,44,0,"","","w w w w w w w w w w w, w w w Twt w w w w w: w w w w w w w w? w w w w w w w w Twt? w w w w w w w?"
4907,66,0,"","","w w w w w w w w w w, w w, w w w w w w w, w w w w w Twt w w w w: w w w w w w, w w w w w w w w w w w w w? w w w w w w w w w w w w w w w w w w."
5121,49,0,"","","w w w w w w w w w w, w w Twt w, w w w w, w w: w w w w w, w w, w w w w w w, w w w w w w w w w: w w w w w, w w."
5122,31,0,"","","w w w w w w w w w w, Twt w w w w w w: w w w w w w w w w, w w w w w."
5123,53,2,"","","w w w w w w w w; w w w w w w w Twt w, w w w w w w w w, w w w w w, w w w, w w w w w w. w w w w w w w w w w w, w w w."
5124,20,1,"","","w w w w w w, w w w w w w w w w, w w w w w."
5125,22,0,"","","w w w w w Tw w wt w: w w w w w w w w w w w w w."
5126,37,0,"","","w w w w w, w w w w w w w w w w w w Twt w: w w w w w, w w w w, w w w w w w, w w w."
5127,33,0,"","","w w w w w w w w, w w w, w w w, w w w w w: w w w w w w, w w w w w w w w."
5128,51,0,"","","w w Twt w w w w w Twt w w, w w w w. w w w w w w w w w w w w, w w w w w Twt w w w w w w w w w w; w w w w w w w w."
5129,25,0,"","","w w w w w, Twt w w w, w w? w w w w w w w w w w w w w w."
5130,51,0,"","","w w w w w w w w w Twt w w w: w w w w w w w w Twt, w w w w w w w w, w w w w w; w w w. w w w w w w w w w w w w w."
5131,25,0,"","","w w w w w w w w, w w, w w w w, w w w Twt w w, Tw w wt w w."
5132,50,0,"","","w w w w w w w w w w w. w w w w w w w w w w w, w w w w w w w w w w, w w w w w w, w w w w w w w w w w w w."
5133,23,0,"","","w w w w w w w w, w w w w w w w, w w w w w w w w."
5134,28,1,"","","w w w w w w w w w w w, w w w, w w w w: w w w w w, w w w w w."
5135,40,0,"","","w w w w w w w w w w, w w w w w w w w w, w w w w w w: w w w w w Twt w w w w w, w w w w."
5136,26,2,"","","w w w w w w w w w, w, w; w, w w w, w w, w w w, w w w w w w."
5137,37,0,"","","w w w w w w w w, w w w, Twt w w? w w w, w Tw wt. w w w w w, w w w w w w. w w w, w w w."
5138,26,0,"","","w w w, w, w w w w w w w w, w, w w w w Twt w w: w w w w Tw wt."
5139,33,0,"","","w Tw w w w w wt w Twt w w w: w w w w w w w w w w w: w w w w w w w w w Dwd?"
5140,20,0,"","","w w w w w, w w w, w w w w w, w w w w w w w."
5141,56,0,"","","w w Twt w w: w w w w w w, w w w w w w w, w w w w w w w w, Twt w w: w w w, w w w w w w w. w w w w w w, w, w w w w w w w w w w."
5142,53,0,"","","w w w w w w w w w w w. w w w w w w w w w w w w, w w Twt w w w. w w w w w, w w w w w w, w w w w w. w w w w w w w w."
5143,23,1,"","","w w Twt w w w w w w: w w w w w w Twt w w w w w w w:"
5144,14,0,"","","w w Twt w w w: w w w w w w Twt w:"
5145,11,0,"","","w w Twt w: w w w w Twt w w:"
5146,11,0,"","","w w w w w w w w w w w."
5377,39,0,"","","w w w w w w w w w w w w, w w w; w w w w w Dwd. w w Dwd w, Tw wt w w, w w Twt w w, w w w w w."
5378,52,0,"","","w w w w w w, w w w w; (w w w Twt w w w w w w, w w w w w w w; w w w w w w w w w: w w w w w w w w w w w w w w w w.)"
5379,28,0,"","","w w w w w w, w w w w w w? w w w w w w w, w w w w w w w w Dwd?"
5380,42,0,"","","w w w w w w, w w w w w w w w w, w w w w; w w w w w w w w w w. w w w, w w w w, Twt w w w w w."
5381,29,0,"","","w w w w w, w w w w w, w w w w w Twt w w w w w w w w w w w w w,"
5382,36,0,"","","w w w w w w w w w w, w w w w w w w w Dwd w w w w, Twt w Dwd w w. w w w w, w w w Twt."
5383,30,0,"","","w w w w w, w w w w w w w w, w w w Dwd w w Twt w w, w w w w w w w w."
5384,43,0,"","","w w w w w w w w w w w w w, w w w w w, w w w; w w w w w w w w w w, w w w w w w w w w w w w:"
5385,46,0,"","","w w w w w w w w w w, w w w w w w w w w Dwd: w w w Twt w w, w w w w w w w w w w, w w w Twt, w w w w w w."
5386,51,1,"","","w w w w w w w w, w w w w w w w w, w w w w w w w w w w w w w, w w w w w w w w w w w w w w, w w w w w w w w."
5387,17,0,"","","w w w w w w w w w w w, w w w w, w w."
