ChpVrsNdx,NumWrd,nPilcrow,PText,RText,TText
4622,19,0,"","","w w w w w w w w w, w w w w w w w w w w."
4623,19,0,"","","w w w w w w, w Tw wt w w w: w w w w w w w."
4624,15,0,"","","w w w w w w w, w w w w w w w w."
4625,16,0,"","","w w w w w w w, w w w w w w w w w."
4626,14,0,"","","w w w w w w w w, w w w w w w."
4627,16,0,"","","w w w w w w w w w w, w w w w w w."
4628,18,0,"","","w w w w Twt w w w w w w, w w w w w w w."
4629,19,0,"","","w w Twt w w w w w, w w Twt w w Tw w wt w w w."
4865,5,0,"","","w w w w w,"
4866,14,0,"","","w w w w w w w, w w w w w w w?"
4867,18,0,"","","w w w w w w w: w w w w Twt w w w w w w."
4868,13,0,"","","w w w w Twt w w w, w w w w w."
4869,14,0,"","","w w w w w Twt w w, w w w w w w:"
4870,14,0,"","","w w w w w w w, w w w w w w w."
4871,19,0,"","","w, w w w w w, w w w w w: w w w, w Tw wt w w."
4872,18,3,"","","w w w w w w w w w w, w w w w w w w w."
4873,14,0,"","","w w w w w w w, w w w w Twt w w."
4874,20,0,"","","w w w w w w w, w w w w: w w w w w w w w w."
4875,19,0,"","","w w w w w w w w, w w w w w w w Tw wt w w."
4876,17,0,"","","w w w w, w w w w w w w, w w w w w w."
4877,16,0,"","","w w w w w w w w, w w w w w w w w."
4878,11,0,"","","w w w w, w w w w w w w."
4879,21,0,"","","w w w w w w, w w w, w w w w w: w w w w w w w."
4880,16,0,"","","w w w w, w w w Twt w w; w w w w w w."
4881,18,0,"","","w w w w w w w, w w w w w w Twt w w w w."
4882,12,0,"","","w, w w w w; w w, w w w w w."
4883,15,0,"","","w w w w w w: w w w w w w w w w."
4884,20,0,"","","w w w w w w w w w w, w w w w w w w w w w."
4885,20,0,"","","w w w w, w w w w, w w w w; w w w w w w w w."
4886,14,0,"","","w w w w w w w, w w w w w w w?"
4887,15,3,"","","w w w w w w w! w w w w w w w w!"
4888,15,0,"","","w w w w w w w w w w w w w w w!"
4889,19,0,"","","w w w Twt w w w, w Twt w w w w w w Twt w w w:"
4890,17,0,"","","w Twt w w w Twt w w Twt, w w w w w w w w:"
4891,21,0,"","","w w w w w w, w w w w w, w w w; Twt w w w w w w."
4892,18,0,"","","w w w w, w w w w, w w w w w w w w w w?"
4893,22,0,"","","w w w w w w: w w Twt w w w w w, w w w w Tw wt w w."
5121,7,0,"","","w w w w w, w w,"
5122,14,0,"","","w w w w w w w w, w w Twt w w w."
5123,18,0,"","","w w w w w w w w, w w w w w w w w w w."
5124,12,0,"","","w w Twt w w w, w w w w w w,"
5125,18,0,"","","w w w w w w Twt w, w w w w w w Twt w w w?"
5126,15,0,"","","w w w w w w w w, w w w w w w w;"
5127,20,0,"","","Twt w w w w w w w w w: w w w w w w w, w Twt w?"
5128,24,0,"","","w w w w w w w, w w w w w: w, w w w w w w w w w w w."
5129,19,0,"","","w w w Twt w w w Tw wt w w; w w w w w w w w."
5130,15,3,"","","w w w w w w w w, w w w w w w w."
5131,19,0,"","","w w w w Tw w wt w w w, w w w w w w w w w."
5132,14,0,"","","w w w w w w w, Twt w w w w w w;"
5133,15,0,"","","Twt w w w, w w w w; w w w w w w w:"
5134,16,0,"","","Twt w w w w w w w, Tw wt w w w w w w."
5135,20,0,"","","w w w w w, w w w w w w w: w w w w w w w w."
5136,13,0,"","","w w w w w w w: w w w w w w."
5137,14,0,"","","w w w w w w, w w, w w w w w w."
5138,28,0,"","","w w w w w w w w, w w w w Twt w: w w Twt w Twt w w Twt, w w w w w Twt."
5139,21,0,"","","w w w w Twt w w w w; Twt w w w w w w w w w w w;"
5140,18,0,"","","w w w w w w w w w, w w w w w w w w w."
5141,16,0,"","","w w w w w w w w; w w w w w w w w."
5142,20,0,"","","w w w w w w w w w w w: w w w w w w w w w."
5143,28,3,"","","Twt w w w w w w w, Twt w w w w w w w w w, w w w Twt w w w w w w."
5144,16,0,"","","w w w w w w w, Twt w w w w w w w w."
5145,22,0,"","","w w w, w w w w w w; w, w w w w w w w w: w Twt w w."
5146,28,0,"","","w w Tw wt w w w w w: w w w w w w w; w w w w w w w w w w w w."
5147,14,0,"","","w w w w w w; w w w w w w w w."
5148,19,0,"","","w w w w w w w, Tw w wt w w w w w w w w w."
5149,18,0,"","","w Twt w w w w w w w w, w w w w w w w w."
5377,5,0,"","","w w w w w,"
5378,10,0,"","","w w w w, w w w w w w."
5379,14,0,"","","w w w w w w; w w w w w w, w w."
5380,20,0,"","","w w w, Twt w w w w? w w Tw w wt, w w w w w w w?"
5381,12,0,"","","w w, w w w, w w Twt w w Twt w."
5382,14,0,"","","w w w w w w w, w w w w w w w."
5383,12,3,"","","w w w w w, w w, w, w w w w?"
5384,15,0,"","","w w w w w w w w w, w w w w w w."
5385,14,0,"","","w w Twt w w w, w Twt w w w w w w."
5386,14,0,"","","w w w, w w w; w w w, w w w w w."
5387,13,0,"","","w w w w w w w w w, w w w w."
5388,14,0,"","","w w w w w w, w w w w w w w w."
5389,15,0,"","","w w w w w w, w w w w w w w w w."
5390,17,0,"","","w w w w w, w w w; w w w w w w w w w."
5391,20,0,"","","w Twt w w, w w w w w? w w w w w w, w w w w w?"
5392,17,0,"","","w, w w Twt w w w w: w w w w w w w w w."
5393,24,3,"","","w w w w w w w w w w! w Tw wt w w w w w! Twt w w w w w."
5394,15,0,"","","w w w w w w w, w w w w w w w w."
5395,16,0,"","","w w w w w w w w: w w w, w w w w Twt."
5396,16,0,"","","w w w w w w, w w w w w w w w w w."
5397,22,0,"","","w w w Twt w w w w w w, w w w w w w w w w w w w?"
5398,12,0,"","","w Twt w w w? w w w w w w w."
5399,12,0,"","","w w w w w w, w w w w w w."
5400,13,0,"","","w w w w w w, w w w w w w w."
5401,14,0,"","","w w w w w w w w w, w w w w w."
5402,14,0,"","","w w w w w w w w, w w w w w w."
5403,14,3,"","","w, w w w w, w w w Twt w w w w w."
5404,19,0,"","","w w w, w Twt w w w w w? w w Twt w w w w w w?"
5405,17,0,"","","w w w w w w w w w w? w w w w w w w,"
5406,20,0,"","","w w w w w w w w w w? w w w w w w w w w w."
5407,17,0,"","","w w w w w w w w? w w w w w Twt w w w?"
5408,14,0,"","","w w w w w w w w, w w w w w w."
5409,23,0,"","","w w w w w w w w w w, w w w w w w w, w Tw wt w w w."
5410,14,0,"","","w w w w w w w, w w w w w w w?"
5633,7,0,"","","w w w w w w w,"
5634,17,0,"","","w w w w w w w, w w w w w w w w w w?"
5635,23,0,"","","Tw wt w w w w w, w w w w? w Tw wt w Tw wt, w w w w w w?"
5636,15,0,"","","w w w w w w w w? w w w w w w w?"
5637,9,3,"","","Twt w w w w? w w w w?"
5638,18,0,"","","w w w w w w w w w w w, w w w w w w w."
5639,18,0,"","","w w w w w w w w w w, w w w w w w w w."
5640,17,0,"","","w Tw wt w w w, w w w w; w w w w w w w."
5641,15,0,"","","w w w w w w, w w w w w w w w w."
5642,11,0,"","","w w Twt w w w, w w w w w;"
5643,13,0,"","","w w, Twt w w w w; w w w w w w."
5644,19,0,"","","Twt w w w w w w w? w w w w w w w, w w w w!"
5645,14,0,"","","w w w, w w w w? w w w w w w w?"
5646,19,0,"","","w w Twt w w w w, w w w w; w w w w w w w w."
5647,11,3,"","","w w w w w w w w w w w?"
5648,14,0,"","","w w w w w w w, w w w w w w w:"
5649,15,0,"","","w w w w, w w w: w w w w w w w w?"
5650,18,0,"","","w w w w w w w Twt: w w w w w w w w w w."
5651,14,0,"","","w w w Twt, w w w: w w w w w w w."
5652,15,0,"","","w w w w w w w, w w w w w w w w."
5653,15,3,"","","w w w w w, w w w w: w w w w w w."
5654,17,0,"","","w, w w w, w w w w w, w w w w w w w w."
5655,20,0,"","","w w w w w w, w w w w w, w w w w w w w w w."
5656,19,0,"","","w w w w w w w w, w w Twt w w w w w w w w."
5657,14,0,"","","w, w w w w w w, w w w w w w w."
5658,18,0,"","","w w w w w w w w w w, w w w w w w w w."
5659,18,0,"","","w w w w w w w, w w w w w, w w w w w w."
5660,21,0,"","","w w w w w w, w w w w w w w: w w w w w w w w."
5661,20,0,"","","w Twt w w w, w w w w, Tw wt w w; w w w w w w w."
5662,18,0,"","","w w w w w w w w: w w w w w w w w w w."
5889,5,0,"","","w w w w w,"
5890,14,0,"","","w w w Twt w w w: w w w w w w w."
5891,17,0,"","","w w w w w w w w w! Twt w w w Twt w w w!"
5892,13,0,"","","w w w Twt w w w, w w w w w w."
5893,18,0,"","","w w w w w Twt w w w w, w w w w w w w w."
5894,17,0,"","","w w w w w w Twt w w? w; w w w w Twt w w."
5895,17,0,"","","w w w w w w w; w w w w w w w w w w."
5896,16,3,"","","w, w w w, w w Twt w Twt; w w, w w w w w:"
5897,25,0,"","","w w w w, w w w w, w w w w Twt: w w w w w w w, w w w w Twt:"
5898,19,0,"","","w w w w w w w w: Twt w w w w, w w w w w w."
5899,14,0,"","","w w w w w w, w w w w w, w w w."
5900,24,0,"","","w w w w w w w w w w w; w w w w w w w w w w w w Twt."
5901,20,3,"","","w w Twt w w Twt, w w w w w? w Twt w w w, w Twt w w."
5902,17,0,"","","w w w Tw w w wt w w w: w w w Tw wt w w."
5903,15,0,"","","w w w w w w w: w w w, w w w w w."
5904,11,0,"","","w w w w w w, w w w w w:"
5905,18,0,"","","w w w w w w w w w, Twt w w w w w w w w."
6145,18,0,"","","w, w w w w w w w w, w w w w w w w w w?"
6146,12,0,"","","Twt w w w; w w w w w, w w Twt."
6147,16,0,"","","w w w w w w w w, w w w w w w w w."
6148,16,0,"","","w w w w w w w w: w w w w w w w w."
6149,28,0,"","","w, Twt w w w w w, w w w w w w; w w w w w: w w Twt w w w Twt w Twt w."
6150,17,0,"","","w w Tw wt w w w w w: w w w w w w w w."
6151,16,0,"","","w w w w w w w w, w Tw wt w w w w w."
6152,18,0,"","","w w w w w w w w w, w w w w w w w w w."
6153,14,0,"","","w w w w w w w, w w w w w w w."
6154,17,0,"","","w w Twt w w w w w, w w w w w w Twt w w;"
6155,13,0,"","","Twt w w w w w, Twt w Twt w, w w w."
6156,22,0,"","","w w w w w w w, w w w w w w w w: w w w w w Tw wt."
6157,21,3,"","","w w w w w w w w w; w w w w w w, w w w w w w."
6158,19,0,"","","w w w w w w w w w w w, w w w w w w w w."
6159,20,0,"","","w w w w w w w w w w, w, w w w w w: w w Twt w."
6160,21,0,"","","w w w w w w w, Twt w w w w w w w w: w w w w w."
6161,26,0,"","","w w w Twt w w w w w w w w: w Twt w Tw, w w wt w w w w w w w."
6162,21,3,"","","w Twt w w w w; w w w w w w w: w w w w w w w w."
6163,15,0,"","","w w w w w w w: Tw wt w w Tw wt w w."
6164,26,0,"","","w w w w w; w w w w w w w; w w w w w w; w w w w w w w w."
6165,15,0,"","","w w w w w Twt w w: w w w w w w w."
6166,18,0,"","","w w w w w w w w: w w w, w w Twt w w w w."
6167,19,0,"","","Twt w w w w Tw wt w w, w w w; w w w Twt w w w."
6168,34,0,"","","w w w w w w w, w w w w w w; w w w w w w w w w Twt, w w w w w w w w w w w."
6169,19,0,"","","w w Tw wt w Twt w, w w w w w w, w w w w w w?"
6401,7,0,"","","w w w w w, w w,"
6402,13,0,"","","w w w Twt w w, w w w w w w w."
6403,15,0,"","","w w w w w w w? w w w w w w w w?"
6404,20,0,"","","w w w w w w w w? w w w w w w Tw wt w w w w?"
6405,18,0,"","","w w w w w, w w w w; w, w w w w w w w w."
6406,17,0,"","","w w w w, Tw wt w w? w w w w w, Tw wt w w?"
6657,5,0,"","","w w w w w,"
6658,18,0,"","","w w w w Tw w wt w w? Twt w w w w Tw wt w w?"
6659,20,0,"","","w w w w Tw w wt w w? w Twt w w w w w w w w w?"
6660,12,0,"","","w w w w w w? w w w w w w?"
6661,12,3,"","","w Twt w w w w w w, w w w w."
6662,10,0,"","","w Twt w w w, w w w w w."
6663,15,0,"","","w w w w w w w w w, Twt w w w w w."
6664,17,0,"","","w w w w w w w w w; w w w w w w w w."
6665,14,0,"","","w w w w w w w w, Twt w w w w w."
6666,16,0,"","","w w w w w w w, w w w w w w w w w."
6667,11,0,"","","w w w w w w w w w w w."
6668,16,0,"","","w w w w w w w, w w w w w w w w w."
6669,15,0,"","","w w w w w w w w; w w w w w w w."
6670,25,0,"","","w, w Twt w w w w: w w w w w w w w w? w w w w w w w w w?"
6913,7,0,"","","w w w w w, w w,"
6914,17,0,"","","Twt w w, Twt w w w w w; w w w, Twt w w w w;"
6915,17,0,"","","w w w w w Twt w w, w w w w w Twt w w w;"
6916,11,0,"","","w w w w w w, w w w w w."
6917,18,0,"","","w w w w w w w: w w w w w w w w w w w."
6918,22,0,"","","w w w w w, w w w w w w: w w w w w Twt w w w w w."
6919,17,3,"","","w w w w w w w, w w w w w w w w w w."
6920,18,0,"","","w w Twt w w w w w, w w w w, w w w w w w?"
6921,10,0,"","","w w w w w w w w w w?"
6922,13,0,"","","w w w w w w w? w w w w w w?"
6923,19,3,"","","w w w w w w w w w: Twt w Twt w w w w w w w."
6924,14,0,"","","w, w w w w w Twt; w w w w w w w?"
6925,22,0,"","","w Twt w w w w w w w w, w w w w w, Twt w w w w w w."
6926,19,0,"","","w w w w w, Tw wt w w w: w w w w w w w w w."
6927,16,0,"","","w w w w w w w w w w: w w w w w w."
6928,14,0,"","","w w w w w w w w, w w w w w w;"
6929,18,0,"","","w w w Twt, w w w w w Twt w, w w w w w w w."
6930,15,0,"","","w w w w w w w, w w w w Twt w w w."
6931,20,0,"","","w w w w w w, w w w w w w: w w w w, w w Twt w."
6932,15,0,"","","w w w w w w w, w w w w w w w w."
6933,19,0,"","","w w w w w w, w w w: w w w w w w w w w w."
6934,17,0,"","","w Twt w w w w, w w w: w w w w w w w w."
6935,15,0,"","","Twt w w w w w w, w w w w w w w w."
7169,17,0,"","","w w w w w w w w, w w w w w Twt w w Twt."
7170,15,0,"","","w w w w w w w, w w Twt w Tw wt w w."
7171,20,0,"","","w w w w w w, w w w w w: w w w w, w w w w w."
7172,24,0,"","","w w w w w w w; Tw w wt w w w w: w w w w, w w w w w w."
7173,19,0,"","","Tw wt w w, w w w w w: w w w w w w w w w w."
7174,15,0,"","","w w w w Twt w w w w: w w w w w w."
7175,16,0,"","","Tw wt w w w w w w, w w w w w w w w:"
7176,14,0,"","","w w w w w w w, w w w w w w w."
7177,15,0,"","","w w w w w w w w; w w w w w w w."
7178,14,0,"","","w w w w w w w; w w w w w w w."
7179,17,0,"","","w w w w w w; w Tw w w wt w w w w w w."
7180,13,0,"","","w w w w w w? w w Twt w w w w?"
7181,16,0,"","","w w w w w w; w w w w w w w w w w."
7182,17,3,"","","w w w, w Twt w w w: w w w w, Tw wt w w w."
7183,15,0,"","","w w w w w w, w w w w w Twt w w w."
7184,16,0,"","","w w w w w w w w w, w w w w, w w w."
7185,21,0,"","","w w w w w w w w: w w w w w Tw w w wt w w w w."
7186,18,0,"","","w w w w w w w, w w w: w w w w w Twt w w."
7187,16,0,"","","w w w w w w w w, w w w w w w w w."
7188,11,3,"","","w w w w? w w Twt w w w w?"
7189,19,0,"","","w w w w w w w w w w, w w w w w w w w w."
7190,13,0,"","","w w w w, w w w w w w w w w."
7191,11,0,"","","w w w w w, w w w w w w."
7192,15,0,"","","w w w w w w w w w, Twt w w w w w;"
7193,14,0,"","","w w w w w w w; w w w w w w w."
7194,17,0,"","","w w w w w w w w, w w w w w w w w w:"
7195,16,0,"","","w w w w w, w w w; w w w, w, w w w w."
7196,21,0,"","","w w w w w, w, w w w w w, w Twt w; w w w w w Twt w."
7425,7,0,"","","w w w w w, w w,"
7426,16,0,"","","w w w w w Twt w w, w Twt w w Twt w w w;"
7427,16,0,"","","w w w w w w w, Tw wt w w w w w Twt w;"
7428,18,0,"","","w w w w w w w w w, w w w w w Twt w w w;"
7429,13,0,"","","w w w Twt w w w, Twt w w Twt w w;"
7430,16,0,"","","w w w w w w w, w w w w w w w w w;"
7431,18,3,"","","w w w w w w w w w w, Twt w w w w w w w!"
7432,15,0,"","","w w w w w, w w w: w w w w, Twt w w."
7433,11,0,"","","w w w w, w w Twt w w w w."
7434,15,0,"","","w w w w w, w w w w w w w w w w."
7435,20,0,"","","w w w w Twt, w w w w; w w w w w Twt, w w w w w:"
7436,18,0,"","","w w w w w w w, w w w, w Tw w wt w w w w."
7437,22,0,"","","w w w w w w w w w w w w: w w w w w w w w w w."
7438,17,0,"","","w w w w, w w w w: w w Twt w w w w w w."
7439,13,0,"","","w w w w w w, w w Twt w w w w."
7440,17,0,"","","w Twt w w w w w: w w w Twt w w w w w w."
7441,16,0,"","","w w w w w w w w, w w w w w w w w."
7442,18,3,"","","w w w, w w w w w w, w w w w Twt w w w w."
7443,17,0,"","","w w Twt w w w w w, w w w w w w w w w."
7444,14,0,"","","w w Twt w w w, w w w w w w w w."
7445,13,0,"","","w w Twt w w, w w, w w w w w w."
7446,13,0,"","","w w w w w w w; w w w w w w."
7447,20,0,"","","w w w w w w w w w; w w w w w w Twt w w w w."
7448,19,0,"","","Twt w w w w, w w Twt w; w w w w w w w w w w."
7449,22,0,"","","w w w w w, w w w, w w w w w w w w, w w Twt w w w."
7681,27,0,"","","w w Tw w wt w w w w w w w, w w w w w w w w w w w w w w w."
7682,16,0,"","","w, w Twt w w w w w Twt w, w w w w w w?"
7683,17,0,"","","w w w w Tw wt w; w w w w w w w w w w."
7684,13,0,"","","w w w w w w w, w w w Twt w w."
7685,15,0,"","","w w w w w w Twt, (w w w w w Twt w w;)"
7686,17,0,"","","w w w w w w w w, Twt w w w w, w Twt w w."
7687,12,0,"","","w w w w w; w w w w w w w."
7688,16,0,"","","Tw wt w w w, w, w w w w: w w w w w w."
7689,11,0,"","","w w w w w w, w, w w w w."
7690,16,0,"","","w w w, w w w w w, w w w w w w w w."
7691,18,0,"","","w w w w w w, w w w, w w w w w w w w w."
7692,23,0,"","","w Twt w Twt w w w; w w w w w, w w w w w w w w w w w."
7693,13,0,"","","w w w w, w w w w w, w w w w."
7694,19,0,"","","w w Tw wt w w w w w Tw wt: w w w w w w Tw wt."
7695,20,3,"","","w w w w w: w w w w w w w: w w w w w w w w."
7696,18,0,"","","w w w w w w w w w; w w w w w w w w w."
7697,16,0,"","","w w w w w w w w w w: w w w w w w."
7698,21,0,"","","w w w w Tw w wt w w w w: w w w w w w w w w w."
7699,15,0,"","","w w w w w w w, w w w w w w w w."
7700,18,0,"","","w w w w, w w w w w w: w w w, w w w w Twt."
7701,15,0,"","","w w w w w w: w w w w w w w w w."
7702,18,0,"","","w w w w w w w; w w w w w Tw wt, w w w w."
7703,18,0,"","","w w w Twt w w w w Twt w, w Twt w w w w w w."
7704,17,0,"","","w w w w w w Twt w w w w, w w w w w w."
7705,18,0,"","","w w w w w w w w w w? w Twt w w w w w w?"
7706,19,0,"","","w w w w w, w w w Tw wt: w w w w w w, w w w."
7707,12,0,"","","w w w, w w w: w w w w w w."
7708,15,0,"","","w w w w w w: w w w, Twt w w w w w."
7709,11,0,"","","w w w w w w, w w w w w."
7710,13,0,"","","w w w w w w, w w w w w w w."
7711,17,0,"","","w w w w Twt w w, w w w w w w w w w w."
7937,15,0,"","","w w w w w w w; w w w w w w w w?"
7938,18,0,"","","w w w w w Tw wt w w? w Twt w w w w w w w?"
7939,15,0,"","","Twt w w w w w? w w w Twt w w w w w?"
7940,11,0,"","","w w w w w w, w w w w w?"
7941,14,0,"","","w w w w w w, w w w w w w w w;"
7942,14,0,"","","w w w w w w w w, w w w w w w."
7943,25,0,"","","w w w w w w w w w, w w w w w w w, w w w w w w w w w;"
7944,15,0,"","","Twt w w w, w w w w; w, w w w w w w."
7945,19,3,"","","w w w w w w w w w, w Twt w w w w w w w w;"
7946,14,0,"","","Twt w w w w w w, w w w w w w w."
7947,17,0,"","","w w Twt w w w; w, w Twt w w Tw w w wt w w."
7948,16,0,"","","w w Twt w w Twt w w w, w w w w w w w."
7949,18,0,"","","w w w w w w w w w w w w w, w w w w w;"
7950,18,0,"","","w w w w w w w w w? w w w w, w w w w w?"
7951,20,0,"","","w w w w w w w w w w w? w w w w w w w w w?"
7952,19,3,"","","w w w w w w w Twt w, w w w w w w w w w w;"
7953,14,0,"","","w w w w w w w, w w w w w w w;"
7954,23,0,"","","(w w w w w w w w w w, w Twt w w, w w w w w w w w w;)"
7955,15,0,"","","w w w w w w w w w w, w w w w w;"
7956,19,0,"","","w w w w w w w, w Twt w w Twt w w w w w w w;"
7957,18,0,"","","w w w w w w w w w w, w w w w w w w w:"
7958,17,0,"","","Twt w w w w w w w w, w w w w w w w w."
7959,19,0,"","","w w Twt w Twt w w w w, w w w w w w w w w w."
7960,18,3,"","","w w w w w w w, w w w w w w w, Tw wt w w;"
7961,15,0,"","","w w w w w w Twt w, w w w w w w w;"
7962,14,0,"","","w w w w w w w w, w w w w Twt w;"
7963,14,0,"","","w w w w w w w, w w w w w w w:"
7964,21,0,"","","w w Twt w w Tw w w wt w w: w w w w w w w Tw wt w."
7965,19,0,"","","w w w w w w w w w w w, w w w w w w w w:"
7966,15,0,"","","w w w w w w w w w w w w w w w."
7967,19,0,"","","w w w w w w w w, w w w w w w w! w w w w."
7968,16,0,"","","w w w w w w w w: Twt w w w w w w w."
7969,14,3,"","","w w w w w w w, w w w w w w w:"
7970,25,0,"","","w w w w w w, w w w w w w w w, w w w w, Twt w w w w w w?"
7971,24,0,"","","w w w w w w! w, w w Tw, wt w w w w w, w Twt w w w w w w."
7972,16,0,"","","w w w w w w w w, Twt w w Twt w w w w."
7973,19,0,"","","w w w w w w w w w w; w w w w w w w w w."
7974,13,0,"","","w w w w w w, w w w w w w w;"
7975,19,0,"","","w w w w w w w w w, w w w w w w w w w w:"
7976,17,0,"","","w w w w w w, w w w w w. w w w w w w."
8193,16,0,"","","w w w w w w w w, w w Twt w w w w w."
8194,31,0,"","","w w w w w w w w w w w w w, w w w w w: w w w w w w, w w w w w w w."
8195,20,0,"","","w w w w w w w w w, w w w w w w, w Twt w w w."
8196,14,0,"","","w w w w w w w w, w w Twt w w w."
8197,20,0,"","","w w w w Tw wt w w w w w w Twt w w, w w w w w."
8198,30,3,"","","w w w w w w w w w w w, w Twt w, w w Twt w w; w w w w, w w w w w w w."
8199,12,0,"","","w w, w w w, w w w w w w w."
8200,16,0,"","","w Tw wt w w w w: w w w w w w w w w."
8201,12,0,"","","w w w w Twt w: w w w w w w."
8202,12,0,"","","w w w, w w w; w w w w w w."
8203,19,0,"","","w, w w w w w; w w w w w w, w w w w w w w."
8204,20,0,"","","w, w w w w, w, w, Tw wt w w w w w w, Twt w w w w:"
8205,15,0,"","","w w w w, w w w w w: w w w w, w w."
8206,17,0,"","","w w w w w Twt w w w: w w w w w w w w."
8207,11,3,"","","w w w, w w w w: w w w w."
8208,15,0,"","","w w w w, (w w w w, w w w, Twt w w w;)"
8209,14,0,"","","Tw wt, w w w w w w, w w w w w w."
8210,12,0,"","","w w w w w w, w w w w w w."
8211,18,0,"","","w, w w Twt w w Twt w w w; w w w w w w w w."
8212,15,0,"","","w w w, w w w w w: w w w w w w w."
8213,18,0,"","","w w w, w w w, w w w w, w w w w w w w w."
8214,18,0,"","","w w w w w w w w; Tw w wt w w w w w w w."
8449,14,0,"","","w, w, w w w, w w w, w w w w w w."
8450,14,0,"","","w, w w w w w w, w w w w w w w."
8451,17,0,"","","w w Tw w wt w w w w w: w w w w w w w."
8452,17,0,"","","w w w w w w w, w w w w w w w w w w."
8453,14,0,"","","w w w w w, w Tw wt w w w w, w w."
8454,18,0,"","","w, w Twt w w w w w w w: w w w w w w w w."
8455,16,0,"","","w, w w w w w w w, w w w w w w w w."
8456,17,3,"","","w w w w w w w, w w w w w w w Twt w, Twt,"
8457,14,0,"","","w w w w w, w Twt w; w Tw wt w w w."
8458,12,0,"","","w, w w w w w, w w w w w w,"
8459,12,0,"","","w w w w w w w, w w w w w."
8460,17,0,"","","w, Twt w w w w w: w w w w, w w w w w w."
8461,16,0,"","","w w w w w w? w w w w w w w w w w."
8462,11,3,"","","w w w w, w w, Tw wt w w w."
8463,20,0,"","","w w w, w w w w w w, w w w w w w, w w w w w;"
8464,11,0,"","","w w w w w w w, w w w w,"
8465,13,0,"","","w w w w w Tw wt w, w w w w w."
8466,16,0,"","","w w w w w w w w, w w w w w w w w."
8467,18,3,"","","w w w w w w w w w, w w w w w w w w Twt:"
8468,11,0,"","","w w w w w w, w w w w w."
8469,19,0,"","","w w w w w, w w w w w; w w w Twt w w w w w."
8470,14,0,"","","w, w w w w w w w, w w w w w w."
8471,19,0,"","","w w w w w w w, w w, w w w w, w w w w w w:"
8472,21,0,"","","w w w w w w, w w, w w w w w w w w: w w w w w."
8473,17,0,"","","w w w w w w w w: w w w w w w w w w:"
8474,28,0,"","","w w w w w, w w w w w w w: w w w w w w w w: w w w w w w w w."
8475,22,0,"","","w w w w, w Tw wt w, w w w, w w Tw w wt w, w w w w w;"
8476,17,0,"","","w w w w w w w w w w, w w w w w w w."
8477,9,3,"","","w, w w Twt w w w w w,"
8478,17,0,"","","w w w w w w w w, w w w w w w w w w."
8479,14,0,"","","w w, w w, w w w: w w w, w w w w."
8480,16,0,"","","w w w w w w w, w w: w, w w w w w w."
8481,14,0,"","","w w, w w w: w w w, w w w w w w."
8705,5,0,"","","w w w w w,"
8706,16,0,"","","w w w, w w w Twt; w w w w w, w w w w."
8707,10,0,"","","w w w w w, w w w w w."
8708,14,0,"","","w w w w w w: w w w w w w Twt w."
8709,14,0,"","","w w w w, w w w: w w w w w w w."
8710,12,0,"","","w w w w w w? w w Twt w w w."
8711,11,0,"","","w w Twt w w, Twt w w w w w?"
8712,14,0,"","","w w w w w w w w w, w w w w w."
8713,16,0,"","","w w w w, w w w w w w w w w w w w."
8714,27,3,"","","w w w w, w w w w: w w w w w, Tw w w wt w; w Twt w w, Tw w w wt w."
8715,21,0,"","","w w w w w w w w w w w, w w w w w w w w Twt w."
8716,13,0,"","","w, w w w w w w, w w w w w w."
8717,16,0,"","","w w w w w w w w w? w w w w w w w?"
8718,17,0,"","","w w w w w w w, Twt w w w w w w w w w;"
8719,12,0,"","","w w w w w, w w w w w w w."
8720,14,3,"","","w w Tw wt w, w w: w w w w w w w."
8721,16,0,"","","w w w w w w w? w w w w w w w w w?"
8722,17,0,"","","Tw w wt w w w w w, Tw wt w? Twt w w, Tw wt w?"
8723,29,0,"","","Tw w w w wt w w w w w w w, w w w w w w w w? w w w Twt w w w w w."
8724,26,0,"","","w w w w w w, w w w w w w w w, w w w: w w w w w w w w w."
8725,15,0,"","","w w w Twt w w w w w, w w w w w w."
8726,16,0,"","","Tw wt w w, w w w w, w w w w w w w w."
8727,18,0,"","","w w w w w w w w Tw wt; w w w w w w w w."
8728,15,0,"","","w w w w w w w w w, w w w w w w."
8729,17,0,"","","w w w w w, w w w Twt w w w, w w w w w."
8730,12,0,"","","w w w w w w w w w w w w;"
8731,14,0,"","","w w w w w w, w w w w w w w w:"
8732,21,0,"","","w w w w w w w w w w w w w, w w w w w w w w."
8733,32,0,"","","w w w w, w w w w w? w w w w Twt w, w w w w w? w Tw w wt w w w, w w w w w:"
8734,10,0,"","","w w w w w, w w w w w."
8735,19,3,"","","w w w w w w w w w, w w w Twt, w w w w Tw wt:"
8736,18,0,"","","Tw wt w w w w w w: w w w w w, w w w w w."
8737,26,0,"","","Tw w wt w w w w? w w w w, w w w, w w w w; w w w: w w w w w."
8738,14,0,"","","w w w w w w, w w w w w w w w."
8739,11,0,"","","w w w w w, w w w Twt w w."
8740,18,0,"","","w w Tw wt w w w w w w w w w Twt w w w w."
8741,19,0,"","","w w w w w w w, w w Tw wt w w, w w w w w w."
8961,5,0,"","","w w w, w w,"
8962,15,0,"","","w w w w w w, Twt w w, w w Twt w w w?"
8963,23,0,"","","w w w, w w w w w w w? Twt, w w w w w, Tw w w wt w w w?"
