ChpVrsNdx,NumWrd,nPilcrow,PText,RText,TText
3592,40,0,"","","w w w w w Tw wt w w w w w, w w w w w w; w w w w, w w w w w w, w w w w w: w w Twt w w w w."
3593,24,1,"","","w w w w w w w w w w w w w w w w, w w w w; w w w w."
3594,20,0,"","","w w w w w w, w w w w w w w w w w w w w w."
3595,60,0,"","","w w w w w Dwd w w, w w, Dwd, Tw wt w w w w w, w w w, w w w w w w w: w w, w Dwd w w; w w w w w, w w w w w w w w w. w Dwd, w Twt w w; w w w w w w."
3596,15,0,"","","w w Dwd w w w w w, w w w; w w w w."
3597,42,0,"","","w w w w w w Twt w w w w w w: w w w w w, w w w w w w; w w w w w w Dwd, w w w w; w w w w w w w."
3598,32,0,"","","w w w w w w w w w; w w w w w Dwd w w w: w w w w w w; w w w w w w w w."
3599,19,0,"","","w w w w w w w, w w w w w w w w, w w w w."
3841,12,0,"","","w w w w w w w w w w w w:"
3842,50,0,"","","w w w w w w w, w w w w, w w w, w, w w w w w; w Dwd Twt w w, w w w w w; w w w w w, w w w w w w; w w w w w, w w w w."
3843,20,0,"","","w w w w w w Tw wt w w w w, w w w w w, w w w."
3844,22,0,"","","w w w w w w w w w w Dwd w w w, w w w, w w w w w."
3845,30,0,"","","w w w w Tw wt w w w w w w w, w w w w w w, w w w Twt w w w w w w w."
3846,18,0,"","","w w w w w w, w w w w: w w w w w w w w."
3847,17,0,"","","w w w w, w w w w w w w: w w w w w w."
3848,58,3,"","","w w w w w w, w w w w w w w, w w w, w w w w w w w w w w w w w w w, w w w w w w w w w w w w, w w w w w w Dwd, w Twt w w w w w Dwd."
3849,42,0,"","","w w w w w w w, w w w w w w w w w w, w w w w: w w w w w w w w w w, w w w w w Dwd w w Twt w w."
3850,20,0,"","","w w w w w w w w w w w, w w w w w w w w w."
3851,23,0,"","","w w w w w Dwd w w w, w w w Twt w w w, w w w w w w w."
3852,23,0,"","","w w w w w w w w w Dwd w w w w w w w w w w w w w;"
3853,23,0,"","","w w w w w w Dwd w w w w w w w w, w w w w, w w w w."
3854,19,0,"","","w w w w w Dwd w w w w, w w w, w w w, w w w."
3855,36,0,"","","w w w w w w w: w w w w w w w w, w w w w w w w; w w w w w w: w w Dwd w w w w w."
3856,41,2,"","","w w Twt w w w w w w w, w w w w Twt w, w w w w w w w w w: w w w w w w, w w Twt, w w Twt w w w w."
3857,21,0,"","","w w w w w w w w w w w: w w w w w w w w w w."
3858,26,2,"","","w w w w w w w w w w w w w w w, w w w w w w, w, w w, w w."
3859,17,0,"","","w w w w Twt w w w w w w w w w w w w."
4097,40,0,"","","w w w w w w w w w w w w w w w w w w w, w w w, w w w w w w w w w w w w w w w w w w."
4098,34,0,"","","w w w w w w w w w w w w w w w w Dwd w w w w w, w w w w w w w, w w w w, w,"
4099,40,0,"","","Tw wt w w w w w w, w Tw wt w w w w w w: w, w w w w w w w; w, w w w w w w w w, w w w w w w."
4100,33,0,"","","w w w w w w, w w w w w w w w w w w w; w w w w, w w, w w, w w w w w w w."
4101,21,0,"","","w w w w w, w w w Twt, w w w w w w w, w w w w w."
4102,30,0,"","","w w w w w w w; w w w w w w w w, w w w w, w w w w; w w w w w w w."
4103,48,1,"","","w w w w w w w w w w w w w, w w w w, w w w w w w w w w, w w w w w Dwd w w, w w w w w w w w w w w w w w."
4104,30,0,"","","w w w w w w w w w w, w w w w w w? w, w w w w w w Dwd, w w w w w w."
4105,41,0,"","","w w w w w Dwd w w w w w w w w, w w w w w w w w Twt w w Twt w w w. w w w w w: w w w w w w w."
4106,36,0,"","","w w w w w w w, w w w w w w w; w Tw wt w w w w w w w w Twt. w w w Twt w w w w w w."
4107,23,2,"","","w, w, w w w w, w w w, w, w Twt w w w w w w w w w w w."
4108,36,0,"","","w w w w w w w w w w w w w w w w, w w w Twt w Twt: w w w w w w w w w Dwd, w w w w."
4109,17,2,"","","w w w w w w, w w w w w w w w w w w."
4110,50,0,"","","w w w w w w w w, w w w w w w w w w w w, w w w w w w w w w w w w w w w Tw wt w w w w w: w w w w w w w w w."
4353,13,0,"","","w w w w w w w w, w w w w w."
4354,31,0,"","","w w w w w w w w w w w, w w w w w w w w, w w w w w w, w w w w w w."
4355,22,0,"","","w w Dwd w w w, w w w w w w w w w w w, w w w w w;"
4356,21,0,"","","w w w w TDwdt w w w w, w w w w w, w w w w w w w."
4357,24,0,"","","w w Dwd w w w w w w; w w w w w w w; w w w w w w w w."
4358,24,0,"","","w w w w w w w w w w w Dwd: w w w w w w w w w w w w."
4359,35,2,"","","w w w w w w w w w w w w w, Twt w w, w w w, w w w, w w w, w w w, w w w w w w w."
4360,32,0,"","","w w w Tw wt w, Twt w, w w, w w, w w, w w, w w, w w, w w, w w, w; w w w w w w, w."
4361,30,0,"","","w w w w w, w Twt w w w w w w w Dwd w w, w w w w w w w w w, w w w w."
4362,27,1,"","","w w w w w Dwd w w w w w w w w w Twt w w w, w w w w w w w w."
4363,31,0,"","","w Twt w w w w w w, w w w; w w w w w w, w w w w w w, w w w w w w w w."
4364,15,2,"","","w w w w w; w w w w w w, w w w w."
4365,22,0,"","","w w w w w w w w w w: w w w w w, w w w w, Twt w w."
4366,33,0,"","","w w Twt w w w w w w w w w w w: w w, w w w w; w w w, w w w w w w w w w w."
4367,16,0,"","","w w w w Twt w w w, w w w w w w w w."
4368,26,0,"","","w w w Twt w w w w w, w w w w w w Dwd; w w w w w w w w w w."
4369,21,0,"","","w w w; w w w w w w, w w w w w w w w w w w w."
4370,18,0,"","","w w w Twt w, w w w w w w w w w w w w w."
4371,18,0,"","","w w w w w, w Twt w w w w w w w w w w w."
4609,13,0,"","","w w w w w w w w, w w w w w."
4610,40,0,"","","w w Twt w w w w w w w w. w w w w w w w w w w, w w w w w Tw wt w w, w w w w w w Tw wt w w."
4611,42,0,"","","w w w w w w w w w w w, w w w w w w w? w w w w, w Twt w w Twt, w w w w w w; w Tw w wt w w w w w."
4612,20,1,"","","w w w w w w w w, w, w w w, w w w w w Dwd w w."
4613,41,0,"","","w w w w w w w w w w w w, w w w w, w w w w w w w, w w w w? w w w, w w; w w w w Twt w w w w."
4614,19,0,"","","w w w, Tw wt w w w w w w Dwd w, w w w w w w?"
4615,52,0,"","","w w w w w w w w, Tw wt w w w, w w w w w w w Dwd: w w w w; w w w w w w w, w w w: w w Twt w w w w w. w w w, w w w w w w."
4616,20,0,"","","w w w w w w w w Tw wt w, w w, w w w w w w w."
4617,44,0,"","","w w w w w w w w w w w w w w w w w, w w Twt w, w w w w w w w w w w w w w w w w; w w w w w w w."
4618,28,0,"","","w w w w w w w w w w w w, w w, w w w Dwd, w w w w w w w w w w."
4619,25,0,"","","w w w w w w, w, w w w w, w w: w w Dwd w w Twt w w w w w w."
4620,42,0,"","","w w w w w w w w w w w, w, w, w w w w w Twt w w w w w w w; w w w w, w w w, w w w w w, w w w w."
4621,16,0,"","","w w w, Twt w Dwd w, w w w w w, w w w w."
4622,41,0,"","","w w w w w w w w, w w w w w, w, w w w w w w w, w w w w? w w w, w w w, w w, w w w w w w w w."
4623,28,0,"","","w w w w w w, w w w w w w w w w w w w w w w w w w w w w Dwd?"
4624,37,0,"","","w w w, w w w w w w w w w, w w w w w w: w w Dwd w, w w w w; w w w Twt w w w w w w w."
4625,23,0,"","","w w w w w w w w, w w w w w Twt w w w w w w w, w w?"
4626,33,0,"","","w w w, w w w w w w Dwd; w w w Dwd w w w w, w w w w w w w w w w w w Twt w w."
4627,33,0,"","","w w Dwd w, w w w w w w w, w w w w w w w w w? w w w w w w w, w w w w w w."
4628,24,0,"","","w w w w w w, w w w w Dwd, w w, w w w w. w w Dwd w w w, w?"
4629,38,0,"","","w w w, w w w w, w w w w w w w w w w w w. w Tw Dwdt w, w w w Twt, w w w w w: w w, w w Twt w."
4630,25,0,"","","w w, w, w Dwd w w w w w w w w w w w w, w w Dwd w w w w w."
4631,30,0,"","","w w w w w w w w, w w w w w w, w w, w w w w w w w Dwd w w w w w w?"
4632,21,0,"","","w w w, w, w w w w w w w w w w w w w w w w w."
4633,26,0,"","","w w w w w w, w w w, w w w w w w w w w w w, w w w w w w;"
4634,29,0,"","","w w, w w w w, w w Twt w w w, w w w w w w w w w w w w, w w w w w."
4635,24,0,"","","w w w, w w w w w w, Twt w w w Dwd w w w. w w w, w, w w w."
4636,15,3,"","","w w w w w w w w w w w w w w w."
4637,37,0,"","","w w w w w w w w, w w w w, w w w w w w; w w w w w w. w w w w w w w; w w w w w w."
4638,31,0,"","","w w w w w w w w w w w w w Twt w w, w, w w w w w w w, w w w w w w w."
4639,46,0,"","","w w w w w, w w w w w w w w, w w w, w Twt w w w w. w w w w w w w: w w w w, w w Dwd w w; w w w w Tw wt w w."
4640,28,0,"","","w w w w w, w, w w w w w w w w w w w w w w w, w w w w w w w."
4641,45,0,"","","w w Twt w w w w w w w, w w w w w w w w w w w w: w w w w w w w, w w w, w w w w w w w w w; w w w w."
4642,34,0,"","","w w w w w w: w w w w w w Twt w w Twt w w w w w w w: w w w w w w w w w w w."
4865,14,0,"","","w w w w w w w w w w w w w w."
4866,39,0,"","","w w w w w w w w w w w w w, w w w w w, w w w w w, w w w w w w Dwd? w Twt w w w w w w Dwd."
4867,28,0,"","","w w w w w w w w, w w w w w w w w w w w w, w w w w w w w w."
4868,29,0,"","","w w w w w: w w w w w w w w w w w w w, w w w w w w Dwd w w w w."
4869,17,1,"","","w w w w w w w w w w w w w w, w w w,"
4870,27,0,"","","w w w w w, w w w w w: w w w w w w, w w w Dwd, w Twt w w w w w."
4871,34,0,"","","w w w w w w w Dwd w w w; w w w w Twt: w Tw wt w w w w Dwd w w, w w w w, w w w w."
4872,36,2,"","","w w w w w w w w w, w Twt w w, w w w w w w w w w, w w w w w Dwd, w w w, w w w w w."
4873,21,0,"","","w w w w, w, w w w w w w w w w Dwd, w, w w w w w."
4874,56,0,"","","w w w w w w w w w w w w w w w w, w w w w, w w w w, w w w, w w w w w w w w w w w Dwd, w Twt w w w w, w w w w: w w, w w w w w."
4875,51,0,"","","w, w, w w w w Twt w w w w w w w Dwd; w w w w w w, w w w w w w w, w w w w w: w w w Tw wt w w w. w w, w w Dwd w w w w w."
5121,29,0,"","","w w w w w w w, Twt w w w w, w w w w w, w w w Twt w w w, w w w w w."
5122,32,0,"","","w w w w w w w, w, w w w w w w w w w w w w w w w; w, w, w Twt w w, w Twt w."
5123,17,0,"","","w w w, w w w w w w Dwd, w w w w w w w."
5124,25,0,"","","w w w w w, w w Twt w w Dwd: w w w w w w w w w w w w w Dwd."
5125,20,2,"","","w w w w w w w w w w, w w w w w Dwd, w w w w,"
5126,43,0,"","","w w, w Dwd w w w w, Twt w w w w w? w w Twt w w w w w w w w? w w w w Tw w wt w w w, w w w w w w w w?"
5127,30,0,"","","Twt w w w w, Twt w w w w w w w w w w w w, w w w w w w w w w w w w?"
5128,15,0,"","","w w w w, w w w w w w w w w w, w,"
5129,43,0,"","","w, Twt w w w w, Twt w w, w, w w, w w, w w w w w, w w w w, (w w w Twt w w w,) w w w w w w w, w w w w w w."
5130,37,0,"","","w w, w, w w w w w w w w w, w w w w w w w, w w w w w w w w w, w w w w w, w w w w;"
5131,23,0,"","","w, Tw w, wt w w w, w w w w w w w w w, w w w w w w w."
5132,33,0,"","","w w w, w w w w w? w w w w w w w w w w w w w; w w w w w w: w w w Twt w w."
5133,16,0,"","","w w w w w w Dwd, w w w w, w w, w w w."
5134,38,1,"","","w w w w w w w, w w w w, w w w w, w w w w, w w w w w w w, w w w w w Dwd w w w w w w;"
5135,41,0,"","","w w w, w w, w w, w w w w w, w w w w, w w w Dwd w w, w w w w w w w w w w w; w w w Twt w w, w w."
5136,32,0,"","","w w w w w w w: w, w w w w w w w w; w w w w w w w w w w w, w w w w w."
5137,45,0,"","","w w w Twt w w w w Twt: w w, w w Twt, w w w w w w Dwd w w, w w w w: w w, w w w; w w w w w w: w w Dwd Tw wt w w."
5138,26,0,"","","w w w w w w Twt w w w w: w w w w w w w w w w w Dwd, w w Dwd."
5139,31,0,"","","w w w, w w w w w w, w w w w w w w, w w w w w Dwd w w w w w w w w w."
5140,51,1,"","","w w w w w w w, w w w w w w w w: w w w w w, w w w w, w w, w w, w w w w w; w w w Dwd w w, w w w w w; w w w, w w w w."
5141,41,0,"","","w w w w w w w w, w w w w w Dwd, w w w w w w w w, w w w w w w w, w w w, w w Dwd; w w w Twt w w."
5142,31,2,"","","w w w w w w w w w, w Dwd w w w w w w w, w, w w w, w w w w w; w w w w."
5143,39,0,"","","w w w w w w w w w w w w w w w, w w w w w Twt: w w w w w w w w w w w w, w w w w w w."
5144,29,0,"","","w w w w w w w w w w w, w w w w w, w, w, w Twt w w w w w w, w w w."
5145,55,0,"","","w w w w w w w w w w w w w w, w w w w w w w w w w w w, w w w, w w w w w w, w w w w w w: w w w w w w w w w w, w w w w."
5146,35,2,"","","w w w w w w w w w w w w w; w w w w w Dwd: w w w w w w w w w, w w w w, w w w."
5147,34,0,"","","w w w, w w w w w w, w w w w w w w, w w w w w w w; w w Dwd w w w w w w w w."
5148,17,0,"","","w w w w w w w w w w w w w w w w Dwd."
5149,26,0,"","","w w w w w w w w w w w Twt w, w w w w w w Dwd w w w w w w."
5150,15,0,"","","w w w w w w w: w w w w w w w w."
5151,36,1,"","","w w w w w: Tw wt w w w w w w w w w w, w w w w w w w w w. w w w w Twt w w w w w."
5152,26,0,"","","w w w w w w w w w w, w w w w w, w Tw w wt w w w w w w Dwd."
5153,24,0,"","","w w w w w w w w: w w w w w w w w w w w w w w w w."
5154,35,0,"","","w w w w w w w w, w w w, w, w Twt w w w w w w w w w w, w Twt w w w w w w w w w."
5155,19,2,"","","w w w w w w w w w w w w w w w, w w w w:"
5156,20,0,"","","w w w w w w w w w w w w w: w w w w w w w."
5157,39,0,"","","w w w w w w w w w w w, w, w w w w w w w, w Dwd w w w w. w w w w w, w w w w w w w w w."
5377,25,0,"","","w w w w w w, w w w w w w w w w w w. w w w w w w w w."
5378,29,0,"","","w w w w w w w w, w, w w, w w, w w, w w, w w: w w Twt w w w w w w w."
5379,33,0,"","","w w w w w w w w w, w w w, w w w w, w w w w w: w w w w w w w; w w Twt w w."
5380,31,0,"","","w w w w w w w w w w w w, w w w, w w w w w w w w, w Twt w w w w w w."
5381,19,2,"","","w Twt w w w w w w w w w w, w w w w w w w."
5382,40,0,"","","w w w w w w w w w w w, w w w w w w w: w w w w w w w w w: w w w Tw w wt w w w w w w Dwd."
5383,36,0,"","","w w Dwd w w w w w w w, w w w w w w w w w w, w w w w w w w w w w w w w w w w."
5384,17,2,"","","w w w w w w w w w w w w, w w w w w."
5385,33,0,"","","w w w w w w w, w w w w w w: w w w w w w, w w w w w w w w, w w w w w w."
5386,34,0,"","","w w w w w w w w w w w w w. w w w Twt w w w w w w w; w w w w w Dwd w w w w."
5387,23,0,"","","w w w w w w w w w w, w w w w w w w w w, w w w Twt."
5388,42,1,"","","w w w w w w w w w w w, w, w w w Dwd w w w w w, w w w w w w w w w w w w, w w w w w w w w w,"
5389,48,0,"","","w w w w w w w w w w w, w w w w w w w w w w w w w, w w w w w w w w w, w w w w w w w w w w, Tw wt w w w:"
5390,21,0,"","","w, w w w w w w Dwd w w w, w w w, w w w, w w w w:"
5391,24,0,"","","w w Tw wt w w w w w w w, w w w w w w w w w w w w w."
5392,21,2,"","","w w Dwd w w w w w w w w w, w w w w, w Twt w w w:"
5393,46,0,"","","w w w w w w, w w w w, w w w w w w w w w w w w w, w w w w, w w w; w w w w w w w w w, w w, w w w w w."
5394,15,2,"","","w w w w w Dwd w w w w w w w w w."
5395,45,0,"","","w w w w w, w w w w w, w w w w w w, w w w w w w w w w: w w w w w w. w w w w w w w w, w w w w w w."
5396,41,0,"","","w w w w w w w w w w w w, w w w w w w w, w w w w w. w w w w w w w w w, w w w w w w w w."
5633,42,0,"","","w w w w w w w w w w w w w w: w w w w w w w w w w w w w w w w w w. w w w w w w w w w w."
5634,29,0,"","","w w w w w Twt w w w w w w, w w w w w w w. w w w w Twt w w w w w."
5635,20,0,"","","w w w w w w w w w w w: w w w w w w w w w."
5636,29,0,"","","w w w w w w w w w Dwd w w w w w: w w w w w w w w w w w w w w."
5637,31,2,"","","w w w w w w, w w w w w w w w w w w w w w w w w w w w: w w w w w."
5638,50,0,"","","w w w w w w w w w w w w w w w w w w, w w w w w w w w. w w w w w w w w w w w w w w w w w w w w, w w w w."
5639,40,0,"","","w w w w w w w w w w w w: w w w w w, w w w w w w w w w w w, w w Dwd w w w w w w w w w."
5640,37,0,"","","w w w w w, w, w w w w w w w w w w, w w w w w w, w w w w w w w w, w w w w, w w w."
5641,58,0,"","","w w w w: w w w w, (w w w w w w,) w w w w w: w w w w w w, w w w: w, w w, w Twt w w w w, w w w Dwd w w w w. w w w w w w w w w w w w w."
5642,26,1,"","","w w w w w w w w w w w w w, w w w w w w w w w w w w w."
5643,63,0,"","","w w, w w w w w, w w w w w w, w w w w w w w w w w w, w w w w w w w w w. w w, w w w w w, w w w w w w, (w w w w w w w,) w w w w, w w w w w w."
5644,19,0,"","","w w w w w w w w w w w w w: w w w w w w."
5889,47,0,"","","w w w w w w w w, w w w w w w, w w w w w, w w w w w w, w w w w w w, w w w w w w, w w w w w w, w w w w."
5890,30,0,"","","w w w w w w, w w w w w w w w w w w, w w w w w w w w, w w w w w."
5891,36,0,"","","w w w w w w w w w w w w w w w. w w w w w, w, w w w w w, w w Dwd w w w w w w w."
5892,30,0,"","","w Twt w w w w w w; w w w w w w w w w, w w w w w w w, Tw wt w w w w;"
5893,35,0,"","","w w w w Tw wt w w w w; w w w w w w w w w w: w w w w Tw wt w w w w w w w w Dwd."
5894,39,0,"","","w w w w w w w w w Dwd, w w w, w w w w w w w; w w w w, w w Twt w: w w w w w w w w w w Dwd."
5895,45,0,"","","w w w w w w w w w, w w w w w w w w; w w Twt w w w w, w w w w w w: w w w w w w w w w w, w w w w w."
5896,49,0,"","","w w w w w w w w w w w w w w w w w, w w w w w w w w w w w w w w, w w w w w w Twt w w w: w w w w w w w w."
5897,27,0,"","","w w w w w w w w w w w, w w, w w, w Tw wt w w, w Twt w w w w w."
5898,40,0,"","","w w w w w w, w w w w w w w w, w w w w w w w w w w w w w w, w w w w w w w, w w w w w."
5899,35,0,"","","w w w w w w w, w w w w w w, w Tw wt w w, w w w w. w w w w w w w, w w, w w w w."
5900,25,1,"","","w w w w w w w w w w w w w w, w w w w w w w w w w Dwd:"
5901,59,0,"","","w w w, w, w, w w w w w w w w w w, w w w w w w w w w: w w w w w w w w, w w w w, w w w w w w w, w w w w w w w. w w w w w, w w, w, w."
5902,50,0,"","","w w w w w w w w w w w w w w w w, w w w w, w w w w w w: w w w w, w w w w w w w. w w w w, w w w w w w w w Dwd."
5903,26,0,"","","w w w w w w; w w w w w w w w w w w w w w w w, w w w w."
5904,23,2,"","","w w w w w w w, w w w w w, w w w w, w w w w w Dwd w."
5905,33,0,"","","w w w w w w w w w w, w w w w, w w w w w w w w w, w w w w w w w w w w."
5906,57,0,"","","w w w w w w w w w w Dwd w w w w w w w w, w w w w w w w w w Dwd, w w w w w w w Dwd, w Tw wt w w w w w w, w w w w w, Tw w w wt w w."
5907,25,0,"","","w w w w w w w w w w w w w Dwd, w w Tw wt w w w w w w w."
5908,55,0,"","","w w w w w w w, w w w, w w w w w w, w w w w w w w, w w w w w w w w w w Dwd: w w w w w w w w w w w, w w w w w w w w w w."
5909,22,0,"","","w w w w w w w w: w w w w w, w w w w w w w w w."
6145,25,0,"","","w Twt w w w w w w w w, w w w w w w w. w w w w Twt w w w."
6146,20,0,"","","w w w Tw w wt w w w w w w Dwd w w w w w w w."
6147,13,0,"","","w w w w w w w; w w w w w w."
6148,18,2,"","","w w w w w w w, Twt w w w w w w w w w Dwd."
6149,50,0,"","","w w w w w w w w w, w w w w, w w w w w w w, w w w w w w w w w w w w w w w w w, w w w w w w w. w w w w Twt w."
6150,54,0,"","","w w w w w w w w, w w w w, w w w w w w w w w w w w w w w w w w w w, Tw w w wt w w w w w w Dwd, w w w w w w, w w w w w?"
6151,32,0,"","","w w w w w, w w w, w w w w w w w; w w w w w w w w w w w Dwd w w w w w."
6152,22,0,"","","w w w w w w w w w, w w w w w w w w w w w w Dwd."
6153,29,0,"","","w w w w w w w w w, w w w w w Dwd w w Twt w w w w w Twt w w w w w."
6154,23,0,"","","w w w w w w w w w, w w w, w w w w w, w w w w w w."
6155,66,0,"","","w w w w w, w w w w w w w w w w w w w w w w w w, w w w w w Tw wt w w, w w w w w w w w w w w w w, w w w, w w w w w w w. w w w w w w, w w w w w."
6156,49,0,"","","w w w w w w w w w w w w w w w w w w w w w Dwd, w w w w w w w w w w w Dwd, w w w w w w w w w w w w w w Dwd."
6157,24,0,"","","w w w w, w w w w w w w, w w w w w w w w w w, w w w."
6158,61,0,"","","w w w w w Twt, w w w w w w w w w w w w, w w w w w w w w w Dwd, Twt w w w, w w w Twt, w w, w w w w w w. w w w w w w w w w w Dwd w w w w w w."
6159,23,1,"","","w w w w, w w w w w w w w; w w w w w w Tw wt w w w."
6160,26,0,"","","w w w w w w w w w w w w, w w w w w w w, w w w, w w w w."
6161,23,0,"","","w w w w w w w w w w w, w w w w w w. w w w w w w."
6162,28,0,"","","w w w w w w w Dwd w w w w, w w w w w: w w w w w w w w w w w."
6163,24,0,"","","w w w w w w, w w w w w w Dwd; w w w w w: w w w w w w."
6164,49,0,"","","w w w w w w w w w w w w w w, w w w w w, w w w w, w w w, w w w w w w w Dwd, w w w w? w w w w w Dwd, w w w w w."
6165,25,0,"","","w w w w w, w w w w w w w w w w w w w w w w w w w Dwd."
6166,34,0,"","","w w w w w w w w w w w w w w w w, w w w w. w w w w, w w, w Dwd w w Twt, w w Twt."
6167,51,2,"","","w w w w w w w w w w w, Twt w w w w w w w w: w w w w w w w, w w w w w w w w w w w w, w w w w w w w w w w w w."
6168,40,0,"","","w w w w w w w w w w w w w, w w Dwd w w w w w w w w, w w w w w Dwd w w w w. w w w w w w."
6169,59,0,"","","w w w w w w w, (w w w w w w w,) w w w w w w w w w w w w w w w w, w w w w w w, w w w: w w w w w w w w w, w w w w w w w w w w w."
6170,23,0,"","","w w w w w w w w; w w w w w w w, w w w w w w w w."
6171,42,2,"","","w Twt w w, w w w w w w Twt w w, w w w w w w w w, w, w Twt w w w w w w w w w w. w w w w w w w w."
6401,29,0,"","","w Twt w w w w w Twt w w w w, w w w w w w w w w. w w w w Twt w w w."
6402,19,0,"","","w w w Tw w wt w w w w w w Dwd, w w w w w w."
6403,24,2,"","","w w w w w, w w w w w w w, w w w w w w w w w w w w."
6404,50,0,"","","w w w w w w, w Twt w Tw wt w w w w w w w w w, w w Dwd w, w, w w w w w w w w, w w w w w w w w, w w w w w w w w w."
6405,57,2,"","","w w w w w, w w w w w w, w w w w, w w w w w Twt w, w w w w w: w w w w w w w w w w, w w w w w w w Tw, wt w w w w w, w w w w w w."
6406,19,0,"","","w w w w w w w w w w w w w w w w w w w."
6407,36,0,"","","w w w w w w w w w, w, w w, w w w w w w w w w; w w Dwd Twt w w w, Tw w, wt w w w w w."
6408,30,0,"","","w w w w w, w Twt, w w w w w: w w w w w w w w: w w w w w w, w w w w."
6409,43,0,"","","w w w w w w w w, w w w w w w w w w w w w w w w w w w? w w w w w w, w Dwd w w w w w w w w w."
6410,35,0,"","","w w w w, Tw wt, w w w w w w w w w w, w w w w: w w w w w w w w, w w w w w w w."
6411,25,2,"","","w w w w, w w w w w, w w w w w w w, w w w w w w w w w."
6412,40,0,"","","w Twt w w Twt w w w w w w w w w, w w w w w w w w w, w w w w w w w w w w, w w w w w w w."
6413,40,2,"","","w w w w w w w w w w, w w w w w w w w w, w w w w w w, w w w w w, w w w w w w, w w w w."
6414,45,1,"","","w w w w w, w w w w w w w w w w w, w w w w w w w w w w, w w w w Tw wt w w, w w w w w w, w w w w w."
6415,42,0,"","","w w w w w Dwd w w w w, w w w w w w w, w w w w, w w w w w w w w w w, w w w w w w w w w w w?"
6416,56,0,"","","w w w w w, w w w w w, w Tw wt w w w, w w w w w w w? w; w w w w w? w w w w, w w, w w w w w w w w w, w w w w w, w w w w w w w."
6417,32,1,"","","w w w w w w w, w w w w, w w w w, w w w w, w w w, w, w, w w w w w w w w."
6418,51,0,"","","w w w w w w w w w w w, w, w w w Twt w w w w w w w Twt w w, w, w w w w w w w w: w w w w w w w w Twt w w, w w w w w."
6419,37,0,"","","w w, w, w w w w w; w w w w w w w w: w w w w; w w w w w Twt w, w w w w, Twt w, w w w w?"
6420,29,0,"","","w w w w w; w w Twt w w, w w w w w w w w Tw w wt, w w w w w w w w."
6421,29,0,"","","w w w w w w w w; w w w w w w w w, Twt w w w w w w, w w, w Twt w w."
6422,17,0,"","","w w w w w w w w w, w w w w w w w w."
6423,45,0,"","","w w w w w w w w w w w, w w w w, w w w w, w w, w w w w w, w w w w w w w w w w w w w w w w, w w w."
6424,37,0,"","","w Tw wt w w w w w w, w w w w w w w w w w w w w w, w w w w w w w, w w w, w w w w."
6425,23,2,"","","w w w w w w w w w w w w w w w w w w w w w w w."
6426,26,0,"","","w w w w w w w w, w w w, w, Twt w w w w w w w w w w w w w?"
6427,37,2,"","","w w w w w w w w w w w w Dwd w w w w w w w w; w w w w w: w w w w w w w, w w w w."
6428,17,0,"","","w w w w w w, w w w w w w w w w w w."
6657,24,0,"","","w w w w w w w w, w Twt w w w, w w w w w w w w w w w."
6658,16,0,"","","w w w, w w w w w, w w w w w w w w."
6659,27,0,"","","w w w Twt w w w w w w, w w w w w w w w w. w w w w Twt w w w."
6660,21,0,"","","w w w Tw w wt w w w w w w Dwd, w w w w w w w w."
6661,30,0,"","","w w w w w w w w w, w w w w w w w w: w w w w w w w Dwd, w w w w w."
6662,35,0,"","","w w w w w w w w w, w w w w w w w, w w w w w, w w w w w, w w w w w, w w w w."
6663,18,0,"","","w w w w w w w, w w w w w w w w, w w w."
6664,24,0,"","","w w w w w w w: w w w w w Twt w w w w w w; w w w Twt w."
6665,25,0,"","","w w w w w w w w w w, w w w w w, w w w w Tw w wt, w w w."
6666,40,0,"","","w w w w w w w, w w w w: w w w w w, w w w w w, w w w w: w Twt, w w w w w w, w w w: w w w w."
6667,43,0,"","","w w w w w w w w, w w w w w w w, w w w w w w w w w w w w w w w w w w, w w w w w, Twt w w w w."
6668,21,0,"","","w w w w w w w w w w w w w w w Twt w w w w w."
6669,29,0,"","","w w w w Twt w w, w w w w w w w w w, w w w w w w, w w w w w w w."
6670,23,0,"","","w w w w w w w w w w, w w, w w, w w, w w, w w Tw wt w."
6671,41,0,"","","w w w w w w, w w w w, w w w w w w w w w, w w w w w w w. w w w w w w; w w w w w, w w w w."
6672,37,1,"","","w w w w w, w w w w w w Twt w: w w w w w Dwd w w, w w w w w w w Dwd w w w w w w w w."
6673,20,0,"","","w w w w w w w w, w w w w w w w Dwd, Tw wt w w:"
6674,56,0,"","","w w w w w w, w w w w, Tw wt w w w, w, w w w w w Dwd, w w w w w w w w, w w w w w w: w w w w w; w w w w; w Tw w wt w w w w w Dwd w."
6675,44,0,"","","w w w w, w Twt w w w w w w w w: w w w w w w w w, w w w w w w w w w w w w w w w w Dwd, w w w w w."
6676,40,0,"","","w w w w w, w w w w, w w w, w, w, w Twt w w w w, w w w w w w w; w, w w w w w w, w w Dwd w w w."
6677,48,0,"","","w w w w w w w w w w w w w, w w w w w w, Twt w w; w w w w w w w w w w Dwd: w w w w Twt w w w w, w w w w w w."
6678,20,2,"","","w w w w w w w w, w w w, w w w w, w w w w, w."
6679,39,0,"","","w w w w w w, w w w w w w w w w w w w w w Twt w w w; w w w, w Twt w w: w w w w w w w w."
6913,29,0,"","","w Twt w w w w w w w w w w, w w w w w w w. w w w w Twt w, w w w w."
