ChpVrsNdx,NumWrd,bPilcrow,PText,RText
1585,49,1,"But Aaron and his sons offered upon the altar of the burnt offering, and on the altar of incense, and were appointed for all the work of the place most holy, and to make an atonement for Israel, according to all that Moses the servant of God had commanded.","¶But Aaron and his sons offered upon the altar of the burnt offering, and on the altar of incense, <i>and were appointed</i> for all the work of the <i>place</i> most holy, and to make an atonement for Israel, according to all that Moses the servant of God had commanded."
1586,16,0,"And these are the sons of Aaron; Eleazar his son, Phinehas his son, Abishua his son,","And these <i>are</i> the sons of Aaron; Eleazar his son, Phinehas his son, Abishua his son,"
1587,9,0,"Bukki his son, Uzzi his son, Zerahiah his son,","Bukki his son, Uzzi his son, Zerahiah his son,"
1588,9,0,"Meraioth his son, Amariah his son, Ahitub his son,","Meraioth his son, Amariah his son, Ahitub his son,"
1589,6,0,"Zadok his son, Ahimaaz his son.","Zadok his son, Ahimaaz his son."
1590,28,1,"Now these are their dwelling places throughout their castles in their coasts, of the sons of Aaron, of the families of the Kohathites: for theirs was the lot.","¶Now these <i>are</i> their dwelling places throughout their castles in their coasts, of the sons of Aaron, of the families of the Kohathites: for theirs was the lot."
1591,17,0,"And they gave them Hebron in the land of Judah, and the suburbs thereof round about it.","And they gave them Hebron in the land of Judah, and the suburbs thereof round about it."
1592,18,0,"But the fields of the city, and the villages thereof, they gave to Caleb the son of Jephunneh.","But the fields of the city, and the villages thereof, they gave to Caleb the son of Jephunneh."
1593,30,0,"And to the sons of Aaron they gave the cities of Judah, namely, Hebron, the city of refuge, and Libnah with her suburbs, and Jattir, and Eshtemoa, with their suburbs,","And to the sons of Aaron they gave the cities of Judah, <i>namely</i>, Hebron, <i>the city</i> of refuge, and Libnah with her suburbs, and Jattir, and Eshtemoa, with their suburbs,"
1594,9,0,"And Hilen with her suburbs, Debir with her suburbs,","And Hilen with her suburbs, Debir with her suburbs,"
1595,10,0,"And Ashan with her suburbs, and Beth-shemesh with her suburbs:","And Ashan with her suburbs, and Beth–shemesh with her suburbs:"
1596,30,0,"And out of the tribe of Benjamin; Geba with her suburbs, and Alemeth with her suburbs, and Anathoth with her suburbs. All their cities throughout their families were thirteen cities.","And out of the tribe of Benjamin; Geba with her suburbs, and Alemeth with her suburbs, and Anathoth with her suburbs. All their cities throughout their families <i>were</i> thirteen cities."
1597,35,0,"And unto the sons of Kohath, which were left of the family of that tribe, were cities given out of the half tribe, namely, out of the half tribe of Manasseh, by lot, ten cities.","And unto the sons of Kohath, <i>which were</i> left of the family of that tribe, <i>were cities given</i> out of the half tribe, <i>namely, out of</i> the half <i>tribe</i> of Manasseh, by lot, ten cities."
1598,40,0,"And to the sons of Gershom throughout their families out of the tribe of Issachar, and out of the tribe of Asher, and out of the tribe of Naphtali, and out of the tribe of Manasseh in Bashan, thirteen cities.","And to the sons of Gershom throughout their families out of the tribe of Issachar, and out of the tribe of Asher, and out of the tribe of Naphtali, and out of the tribe of Manasseh in Bashan, thirteen cities."
1599,34,0,"Unto the sons of Merari were given by lot, throughout their families, out of the tribe of Reuben, and out of the tribe of Gad, and out of the tribe of Zebulun, twelve cities.","Unto the sons of Merari <i>were given</i> by lot, throughout their families, out of the tribe of Reuben, and out of the tribe of Gad, and out of the tribe of Zebulun, twelve cities."
1600,14,0,"And the children of Israel gave to the Levites these cities with their suburbs.","And the children of Israel gave to the Levites <i>these</i> cities with their suburbs."
1601,42,0,"And they gave by lot out of the tribe of the children of Judah, and out of the tribe of the children of Simeon, and out of the tribe of the children of Benjamin, these cities, which are called by their names.","And they gave by lot out of the tribe of the children of Judah, and out of the tribe of the children of Simeon, and out of the tribe of the children of Benjamin, these cities, which are called by <i>their</i> names."
1602,22,0,"And the residue of the families of the sons of Kohath had cities of their coasts out of the tribe of Ephraim.","And <i>the residue</i> of the families of the sons of Kohath had cities of their coasts out of the tribe of Ephraim."
1603,24,0,"And they gave unto them, of the cities of refuge, Shechem in mount Ephraim with her suburbs; they gave also Gezer with her suburbs,","And they gave unto them, <i>of</i> the cities of refuge, Shechem in mount Ephraim with her suburbs; <i>they gave</i> also Gezer with her suburbs,"
1604,10,0,"And Jokmeam with her suburbs, and Beth-horon with her suburbs,","And Jokmeam with her suburbs, and Beth–horon with her suburbs,"
1605,10,0,"And Aijalon with her suburbs, and Gath-rimmon with her suburbs:","And Aijalon with her suburbs, and Gath–rimmon with her suburbs:"
1606,28,0,"And out of the half tribe of Manasseh; Aner with her suburbs, and Bileam with her suburbs, for the family of the remnant of the sons of Kohath.","And out of the half tribe of Manasseh; Aner with her suburbs, and Bileam with her suburbs, for the family of the remnant of the sons of Kohath."
1607,28,0,"Unto the sons of Gershom were given out of the family of the half tribe of Manasseh, Golan in Bashan with her suburbs, and Ashtaroth with her suburbs:","Unto the sons of Gershom <i>were given</i> out of the family of the half tribe of Manasseh, Golan in Bashan with her suburbs, and Ashtaroth with her suburbs:"
1608,15,0,"And out of the tribe of Issachar; Kedesh with her suburbs, Daberath with her suburbs,","And out of the tribe of Issachar; Kedesh with her suburbs, Daberath with her suburbs,"
1609,10,0,"And Ramoth with her suburbs, and Anem with her suburbs:","And Ramoth with her suburbs, and Anem with her suburbs:"
1610,16,0,"And out of the tribe of Asher; Mashal with her suburbs, and Abdon with her suburbs,","And out of the tribe of Asher; Mashal with her suburbs, and Abdon with her suburbs,"
1611,10,0,"And Hukok with her suburbs, and Rehob with her suburbs:","And Hukok with her suburbs, and Rehob with her suburbs:"
1612,23,0,"And out of the tribe of Naphtali; Kedesh in Galilee with her suburbs, and Hammon with her suburbs, and Kirjathaim with her suburbs.","And out of the tribe of Naphtali; Kedesh in Galilee with her suburbs, and Hammon with her suburbs, and Kirjathaim with her suburbs."
1613,24,0,"Unto the rest of the children of Merari were given out of the tribe of Zebulun, Rimmon with her suburbs, Tabor with her suburbs:","Unto the rest of the children of Merari <i>were given</i> out of the tribe of Zebulun, Rimmon with her suburbs, Tabor with her suburbs:"
1614,35,0,"And on the other side Jordan by Jericho, on the east side of Jordan, were given them out of the tribe of Reuben, Bezer in the wilderness with her suburbs, and Jahzah with her suburbs,","And on the other side Jordan by Jericho, on the east side of Jordan, <i>were given them</i> out of the tribe of Reuben, Bezer in the wilderness with her suburbs, and Jahzah with her suburbs,"
1615,10,0,"Kedemoth also with her suburbs, and Mephaath with her suburbs:","Kedemoth also with her suburbs, and Mephaath with her suburbs:"
1616,18,0,"And out of the tribe of Gad; Ramoth in Gilead with her suburbs, and Mahanaim with her suburbs,","And out of the tribe of Gad; Ramoth in Gilead with her suburbs, and Mahanaim with her suburbs,"
1617,10,0,"And Heshbon with her suburbs, and Jazer with her suburbs.","And Heshbon with her suburbs, and Jazer with her suburbs."
1793,13,0,"Now the sons of Issachar were, Tola, and Puah, Jashub, and Shimron, four.","Now the sons of Issachar <i>were</i>, Tola, and Puah, Jashub, and Shimron, four."
1794,49,0,"And the sons of Tola; Uzzi, and Rephaiah, and Jeriel, and Jahmai, and Jibsam, and Shemuel, heads of their father's house, to wit, of Tola: they were valiant men of might in their generations; whose number was in the days of David two and twenty thousand and six hundred.","And the sons of Tola; Uzzi, and Rephaiah, and Jeriel, and Jahmai, and Jibsam, and Shemuel, heads of their father's house, <i>to wit</i>, of Tola: <i>they were</i> valiant men of might in their generations; whose number <i>was</i> in the days of David two and twenty thousand and six hundred."
1795,23,0,"And the sons of Uzzi; Izrahiah: and the sons of Izrahiah; Michael, and Obadiah, and Joel, Ishiah, five: all of them chief men.","And the sons of Uzzi; Izrahiah: and the sons of Izrahiah; Michael, and Obadiah, and Joel, Ishiah, five: all of them chief men."
1796,30,0,"And with them, by their generations, after the house of their fathers, were bands of soldiers for war, six and thirty thousand men: for they had many wives and sons.","And with them, by their generations, after the house of their fathers, <i>were</i> bands of soldiers for war, six and thirty thousand <i>men</i>: for they had many wives and sons."
1797,24,0,"And their brethren among all the families of Issachar were valiant men of might, reckoned in all by their genealogies fourscore and seven thousand.","And their brethren among all the families of Issachar <i>were</i> valiant men of might, reckoned in all by their genealogies fourscore and seven thousand."
1798,10,1,"The sons of Benjamin; Bela, and Becher, and Jediael, three.","¶<i>The sons</i> of Benjamin; Bela, and Becher, and Jediael, three."
1799,40,0,"And the sons of Bela; Ezbon, and Uzzi, and Uzziel, and Jerimoth, and Iri, five; heads of the house of their fathers, mighty men of valour; and were reckoned by their genealogies twenty and two thousand and thirty and four.","And the sons of Bela; Ezbon, and Uzzi, and Uzziel, and Jerimoth, and Iri, five; heads of the house of <i>their</i> fathers, mighty men of valour; and were reckoned by their genealogies twenty and two thousand and thirty and four."
1800,29,0,"And the sons of Becher; Zemira, and Joash, and Eliezer, and Elioenai, and Omri, and Jerimoth, and Abiah, and Anathoth, and Alameth. All these are the sons of Becher.","And the sons of Becher; Zemira, and Joash, and Eliezer, and Elioenai, and Omri, and Jerimoth, and Abiah, and Anathoth, and Alameth. All these <i>are</i> the sons of Becher."
1801,28,0,"And the number of them, after their genealogy by their generations, heads of the house of their fathers, mighty men of valour, was twenty thousand and two hundred.","And the number of them, after their genealogy by their generations, heads of the house of their fathers, mighty men of valour, <i>was</i> twenty thousand and two hundred."
1802,24,0,"The sons also of Jediael; Bilhan: and the sons of Bilhan; Jeush, and Benjamin, and Ehud, and Chenaanah, and Zethan, and Tharshish, and Ahishahar.","The sons also of Jediael; Bilhan: and the sons of Bilhan; Jeush, and Benjamin, and Ehud, and Chenaanah, and Zethan, and Tharshish, and Ahishahar."
1803,31,0,"All these the sons of Jediael, by the heads of their fathers, mighty men of valour, were seventeen thousand and two hundred soldiers, fit to go out for war and battle.","All these the sons of Jediael, by the heads of their fathers, mighty men of valour, <i>were</i> seventeen thousand and two hundred <i>soldiers</i>, fit to go out for war <i>and</i> battle."
1804,14,0,"Shuppim also, and Huppim, the children of Ir, and Hushim, the sons of Aher.","Shuppim also, and Huppim, the children of Ir, <i>and</i> Hushim, the sons of Aher."
1805,15,1,"The sons of Naphtali; Jahziel, and Guni, and Jezer, and Shallum, the sons of Bilhah.","¶The sons of Naphtali; Jahziel, and Guni, and Jezer, and Shallum, the sons of Bilhah."
1806,19,1,"The sons of Manasseh; Ashriel, whom she bare: (but his concubine the Aramitess bare Machir the father of Gilead:","¶The sons of Manasseh; Ashriel, whom she bare: (<i>but</i> his concubine the Aramitess bare Machir the father of Gilead:"
1807,28,0,"And Machir took to wife the sister of Huppim and Shuppim, whose sister's name was Maachah;) and the name of the second was Zelophehad: and Zelophehad had daughters.","And Machir took to wife <i>the sister</i> of Huppim and Shuppim, whose sister's name <i>was</i> Maachah;) and the name of the second <i>was</i> Zelophehad: and Zelophehad had daughters."
1808,30,0,"And Maachah the wife of Machir bare a son, and she called his name Peresh; and the name of his brother was Sheresh; and his sons were Ulam and Rakem.","And Maachah the wife of Machir bare a son, and she called his name Peresh; and the name of his brother <i>was</i> Sheresh; and his sons <i>were</i> Ulam and Rakem."
1809,20,0,"And the sons of Ulam; Bedan. These were the sons of Gilead, the son of Machir, the son of Manasseh.","And the sons of Ulam; Bedan. These <i>were</i> the sons of Gilead, the son of Machir, the son of Manasseh."
1810,10,0,"And his sister Hammoleketh bare Ishod, and Abiezer, and Mahalah.","And his sister Hammoleketh bare Ishod, and Abiezer, and Mahalah."
1811,13,0,"And the sons of Shemida were, Ahian, and Shechem, and Likhi, and Aniam.","And the sons of Shemida were, Ahian, and Shechem, and Likhi, and Aniam."
1812,22,1,"And the sons of Ephraim; Shuthelah, and Bered his son, and Tahath his son, and Eladah his son, and Tahath his son,","¶And the sons of Ephraim; Shuthelah, and Bered his son, and Tahath his son, and Eladah his son, and Tahath his son,"
1813,33,1,"And Zabad his son, and Shuthelah his son, and Ezer, and Elead, whom the men of Gath that were born in that land slew, because they came down to take away their cattle.","¶And Zabad his son, and Shuthelah his son, and Ezer, and Elead, whom the men of Gath <i>that were</i> born in <i>that</i> land slew, because they came down to take away their cattle."
1814,14,0,"And Ephraim their father mourned many days, and his brethren came to comfort him.","And Ephraim their father mourned many days, and his brethren came to comfort him."
1815,27,1,"And when he went in to his wife, she conceived, and bare a son, and he called his name Beriah, because it went evil with his house.","¶And when he went in to his wife, she conceived, and bare a son, and he called his name Beriah, because it went evil with his house."
1816,15,0,"(And his daughter was Sherah, who built Beth-horon the nether, and the upper, and Uzzen-sherah.)","(And his daughter <i>was</i> Sherah, who built Beth–horon the nether, and the upper, and Uzzen–sherah.)"
1817,15,0,"And Rephah was his son, also Resheph, and Telah his son, and Tahan his son,","And Rephah <i>was</i> his son, also Resheph, and Telah his son, and Tahan his son,"
1818,9,0,"Laadan his son, Ammihud his son, Elishama his son,","Laadan his son, Ammihud his son, Elishama his son,"
1819,6,0,"Non his son, Jehoshua his son.","Non his son, Jehoshua his son."
1820,33,1,"And their possessions and habitations were, Beth-el and the towns thereof, and eastward Naaran, and westward Gezer, with the towns thereof; Shechem also and the towns thereof, unto Gaza and the towns thereof:","¶And their possessions and habitations <i>were</i>, Beth–el and the towns thereof, and eastward Naaran, and westward Gezer, with the towns thereof; Shechem also and the towns thereof, unto Gaza and the towns thereof:"
1821,36,0,"And by the borders of the children of Manasseh, Beth-shean and her towns, Taanach and her towns, Megiddo and her towns, Dor and her towns. In these dwelt the children of Joseph the son of Israel.","And by the borders of the children of Manasseh, Beth–shean and her towns, Taanach and her towns, Megiddo and her towns, Dor and her towns. In these dwelt the children of Joseph the son of Israel."
1822,15,1,"The sons of Asher; Imnah, and Isuah, and Ishuai, and Beriah, and Serah their sister.","¶The sons of Asher; Imnah, and Isuah, and Ishuai, and Beriah, and Serah their sister."
1823,14,0,"And the sons of Beriah; Heber, and Malchiel, who is the father of Birzavith.","And the sons of Beriah; Heber, and Malchiel, who <i>is</i> the father of Birzavith."
1824,12,0,"And Heber begat Japhlet, and Shomer, and Hotham, and Shua their sister.","And Heber begat Japhlet, and Shomer, and Hotham, and Shua their sister."
1825,16,0,"And the sons of Japhlet; Pasach, and Bimhal, and Ashvath. These are the children of Japhlet.","And the sons of Japhlet; Pasach, and Bimhal, and Ashvath. These <i>are</i> the children of Japhlet."
1826,11,0,"And the sons of Shamer; Ahi, and Rohgah, Jehubbah, and Aram.","And the sons of Shamer; Ahi, and Rohgah, Jehubbah, and Aram."
1827,14,0,"And the sons of his brother Helem; Zophah, and Imna, and Shelesh, and Amal.","And the sons of his brother Helem; Zophah, and Imna, and Shelesh, and Amal."
1828,13,0,"The sons of Zophah; Suah, and Harnepher, and Shual, and Beri, and Imrah,","The sons of Zophah; Suah, and Harnepher, and Shual, and Beri, and Imrah,"
1829,11,0,"Bezer, and Hod, and Shamma, and Shilshah, and Ithran, and Beera.","Bezer, and Hod, and Shamma, and Shilshah, and Ithran, and Beera."
1830,10,0,"And the sons of Jether; Jephunneh, and Pispah, and Ara.","And the sons of Jether; Jephunneh, and Pispah, and Ara."
1831,10,0,"And the sons of Ulla; Arah, and Haniel, and Rezia.","And the sons of Ulla; Arah, and Haniel, and Rezia."
1832,45,0,"All these were the children of Asher, heads of their father's house, choice and mighty men of valour, chief of the princes. And the number throughout the genealogy of them that were apt to the war and to battle was twenty and six thousand men.","All these <i>were</i> the children of Asher, heads of <i>their</i> father's house, choice <i>and</i> mighty men of valour, chief of the princes. And the number throughout the genealogy of them that were apt to the war <i>and</i> to battle <i>was</i> twenty and six thousand men."
2049,13,0,"Now Benjamin begat Bela his firstborn, Ashbel the second, and Aharah the third,","Now Benjamin begat Bela his firstborn, Ashbel the second, and Aharah the third,"
2050,7,0,"Nohah the fourth, and Rapha the fifth.","Nohah the fourth, and Rapha the fifth."
2051,11,0,"And the sons of Bela were, Addar, and Gera, and Abihud,","And the sons of Bela were, Addar, and Gera, and Abihud,"
2052,6,0,"And Abishua, and Naaman, and Ahoah,","And Abishua, and Naaman, and Ahoah,"
2053,6,0,"And Gera, and Shephuphan, and Huram.","And Gera, and Shephuphan, and Huram."
2054,25,0,"And these are the sons of Ehud: these are the heads of the fathers of the inhabitants of Geba, and they removed them to Manahath:","And these <i>are</i> the sons of Ehud: these are the heads of the fathers of the inhabitants of Geba, and they removed them to Manahath:"
2055,14,0,"And Naaman, and Ahiah, and Gera, he removed them, and begat Uzza, and Ahihud.","And Naaman, and Ahiah, and Gera, he removed them, and begat Uzza, and Ahihud."
2056,21,0,"And Shaharaim begat children in the country of Moab, after he had sent them away; Hushim and Baara were his wives.","And Shaharaim begat <i>children</i> in the country of Moab, after he had sent them away; Hushim and Baara <i>were</i> his wives."
2057,14,0,"And he begat of Hodesh his wife, Jobab, and Zibia, and Mesha, and Malcham,","And he begat of Hodesh his wife, Jobab, and Zibia, and Mesha, and Malcham,"
2058,14,0,"And Jeuz, and Shachia, and Mirma. These were his sons, heads of the fathers.","And Jeuz, and Shachia, and Mirma. These <i>were</i> his sons, heads of the fathers."
2059,8,0,"And of Hushim he begat Abitub, and Elpaal.","And of Hushim he begat Abitub, and Elpaal."
2060,18,0,"The sons of Elpaal; Eber, and Misham, and Shamed, who built Ono, and Lod, with the towns thereof:","The sons of Elpaal; Eber, and Misham, and Shamed, who built Ono, and Lod, with the towns thereof:"
2061,22,0,"Beriah also, and Shema, who were heads of the fathers of the inhabitants of Aijalon, who drove away the inhabitants of Gath:","Beriah also, and Shema, who <i>were</i> heads of the fathers of the inhabitants of Aijalon, who drove away the inhabitants of Gath:"
2062,5,0,"And Ahio, Shashak, and Jeremoth,","And Ahio, Shashak, and Jeremoth,"
2063,6,0,"And Zebadiah, and Arad, and Ader,","And Zebadiah, and Arad, and Ader,"
2064,10,0,"And Michael, and Ispah, and Joha, the sons of Beriah;","And Michael, and Ispah, and Joha, the sons of Beriah;"
2065,8,0,"And Zebadiah, and Meshullam, and Hezeki, and Heber,","And Zebadiah, and Meshullam, and Hezeki, and Heber,"
2066,10,0,"Ishmerai also, and Jezliah, and Jobab, the sons of Elpaal;","Ishmerai also, and Jezliah, and Jobab, the sons of Elpaal;"
2067,6,0,"And Jakim, and Zichri, and Zabdi,","And Jakim, and Zichri, and Zabdi,"
2068,6,0,"And Elienai, and Zilthai, and Eliel,","And Elienai, and Zilthai, and Eliel,"
2069,10,0,"And Adaiah, and Beraiah, and Shimrath, the sons of Shimhi;","And Adaiah, and Beraiah, and Shimrath, the sons of Shimhi;"
2070,6,0,"And Ishpan, and Heber, and Eliel,","And Ishpan, and Heber, and Eliel,"
2071,6,0,"And Abdon, and Zichri, and Hanan,","And Abdon, and Zichri, and Hanan,"
2072,6,0,"And Hananiah, and Elam, and Antothijah,","And Hananiah, and Elam, and Antothijah,"
2073,8,0,"And Iphedeiah, and Penuel, the sons of Shashak;","And Iphedeiah, and Penuel, the sons of Shashak;"
2074,6,0,"And Shamsherai, and Shehariah, and Athaliah,","And Shamsherai, and Shehariah, and Athaliah,"
2075,10,0,"And Jaresiah, and Eliah, and Zichri, the sons of Jeroham.","And Jaresiah, and Eliah, and Zichri, the sons of Jeroham."
2076,15,0,"These were heads of the fathers, by their generations, chief men. These dwelt in Jerusalem.","These <i>were</i> heads of the fathers, by their generations, chief <i>men</i>. These dwelt in Jerusalem."
2077,13,0,"And at Gibeon dwelt the father of Gibeon; whose wife's name was Maachah:","And at Gibeon dwelt the father of Gibeon; whose wife's name <i>was</i> Maachah:"
2078,13,0,"And his firstborn son Abdon, and Zur, and Kish, and Baal, and Nadab,","And his firstborn son Abdon, and Zur, and Kish, and Baal, and Nadab,"
2079,6,0,"And Gedor, and Ahio, and Zacher.","And Gedor, and Ahio, and Zacher."
2080,16,0,"And Mikloth begat Shimeah. And these also dwelt with their brethren in Jerusalem, over against them.","And Mikloth begat Shimeah. And these also dwelt with their brethren in Jerusalem, over against them."
2081,18,1,"And Ner begat Kish, and Kish begat Saul, and Saul begat Jonathan, and Malchi-shua, and Abinadab, and Esh-baal.","¶And Ner begat Kish, and Kish begat Saul, and Saul begat Jonathan, and Malchi–shua, and Abinadab, and Esh–baal."
2082,11,0,"And the son of Jonathan was Merib-baal; and Merib-baal begat Micah.","And the son of Jonathan <i>was</i> Merib–baal; and Merib–baal begat Micah."
2083,13,0,"And the sons of Micah were, Pithon, and Melech, and Tarea, and Ahaz.","And the sons of Micah <i>were</i>, Pithon, and Melech, and Tarea, and Ahaz."
2084,16,0,"And Ahaz begat Jehoadah; and Jehoadah begat Alemeth, and Azmaveth, and Zimri; and Zimri begat Moza,","And Ahaz begat Jehoadah; and Jehoadah begat Alemeth, and Azmaveth, and Zimri; and Zimri begat Moza,"
2085,14,0,"And Moza begat Binea: Rapha was his son, Eleasah his son, Azel his son:","And Moza begat Binea: Rapha <i>was</i> his son, Eleasah his son, Azel his son:"
2086,26,0,"And Azel had six sons, whose names are these, Azrikam, Bocheru, and Ishmael, and Sheariah, and Obadiah, and Hanan. All these were the sons of Azel.","And Azel had six sons, whose names <i>are</i> these, Azrikam, Bocheru, and Ishmael, and Sheariah, and Obadiah, and Hanan. All these <i>were</i> the sons of Azel."
2087,18,0,"And the sons of Eshek his brother were, Ulam his firstborn, Jehush the second, and Eliphelet the third.","And the sons of Eshek his brother <i>were</i>, Ulam his firstborn, Jehush the second, and Eliphelet the third."
2088,30,0,"And the sons of Ulam were mighty men of valour, archers, and had many sons, and sons' sons, an hundred and fifty. All these are of the sons of Benjamin.","And the sons of Ulam were mighty men of valour, archers, and had many sons, and sons' sons, an hundred and fifty. All these <i>are</i> of the sons of Benjamin."
2305,31,0,"So all Israel were reckoned by genealogies; and, behold, they were written in the book of the kings of Israel and Judah, who were carried away to Babylon for their transgression.","So all Israel were reckoned by genealogies; and, behold, they <i>were</i> written in the book of the kings of Israel and Judah, <i>who</i> were carried away to Babylon for their transgression."
2306,21,1,"Now the first inhabitants that dwelt in their possessions in their cities were, the Israelites, the priests, Levites, and the Nethinims.","¶Now the first inhabitants that <i>dwelt</i> in their possessions in their cities <i>were</i>, the Israelites, the priests, Levites, and the Nethinims."
2307,23,0,"And in Jerusalem dwelt of the children of Judah, and of the children of Benjamin, and of the children of Ephraim, and Manasseh;","And in Jerusalem dwelt of the children of Judah, and of the children of Benjamin, and of the children of Ephraim, and Manasseh;"
2308,26,0,"Uthai the son of Ammihud, the son of Omri, the son of Imri, the son of Bani, of the children of Pharez the son of Judah.","Uthai the son of Ammihud, the son of Omri, the son of Imri, the son of Bani, of the children of Pharez the son of Judah."
2309,10,0,"And of the Shilonites; Asaiah the firstborn, and his sons.","And of the Shilonites; Asaiah the firstborn, and his sons."
2310,14,0,"And of the sons of Zerah; Jeuel, and their brethren, six hundred and ninety.","And of the sons of Zerah; Jeuel, and their brethren, six hundred and ninety."
2311,19,0,"And of the sons of Benjamin; Sallu the son of Meshullam, the son of Hodaviah, the son of Hasenuah,","And of the sons of Benjamin; Sallu the son of Meshullam, the son of Hodaviah, the son of Hasenuah,"
2312,30,0,"And Ibneiah the son of Jeroham, and Elah the son of Uzzi, the son of Michri, and Meshullam the son of Shephathiah, the son of Reuel, the son of Ibnijah;","And Ibneiah the son of Jeroham, and Elah the son of Uzzi, the son of Michri, and Meshullam the son of Shephathiah, the son of Reuel, the son of Ibnijah;"
2313,27,0,"And their brethren, according to their generations, nine hundred and fifty and six. All these men were chief of the fathers in the house of their fathers.","And their brethren, according to their generations, nine hundred and fifty and six. All these men <i>were</i> chief of the fathers in the house of their fathers."
2314,9,1,"And of the priests; Jedaiah, and Jehoiarib, and Jachin,","¶And of the priests; Jedaiah, and Jehoiarib, and Jachin,"
2315,29,0,"And Azariah the son of Hilkiah, the son of Meshullam, the son of Zadok, the son of Meraioth, the son of Ahitub, the ruler of the house of God;","And Azariah the son of Hilkiah, the son of Meshullam, the son of Zadok, the son of Meraioth, the son of Ahitub, the ruler of the house of God;"
2316,36,0,"And Adaiah the son of Jeroham, the son of Pashur, the son of Malchijah, and Maasiai the son of Adiel, the son of Jahzerah, the son of Meshullam, the son of Meshillemith, the son of Immer;","And Adaiah the son of Jeroham, the son of Pashur, the son of Malchijah, and Maasiai the son of Adiel, the son of Jahzerah, the son of Meshullam, the son of Meshillemith, the son of Immer;"
2317,31,0,"And their brethren, heads of the house of their fathers, a thousand and seven hundred and threescore; very able men for the work of the service of the house of God.","And their brethren, heads of the house of their fathers, a thousand and seven hundred and threescore; very able men for the work of the service of the house of God."
2318,22,1,"And of the Levites; Shemaiah the son of Hasshub, the son of Azrikam, the son of Hashabiah, of the sons of Merari;","¶And of the Levites; Shemaiah the son of Hasshub, the son of Azrikam, the son of Hashabiah, of the sons of Merari;"
2319,19,0,"And Bakbakkar, Heresh, and Galal, and Mattaniah the son of Micah, the son of Zichri, the son of Asaph;","And Bakbakkar, Heresh, and Galal, and Mattaniah the son of Micah, the son of Zichri, the son of Asaph;"
2320,32,0,"And Obadiah the son of Shemaiah, the son of Galal, the son of Jeduthun, and Berechiah the son of Asa, the son of Elkanah, that dwelt in the villages of the Netophathites.","And Obadiah the son of Shemaiah, the son of Galal, the son of Jeduthun, and Berechiah the son of Asa, the son of Elkanah, that dwelt in the villages of the Netophathites."
2321,18,0,"And the porters were, Shallum, and Akkub, and Talmon, and Ahiman, and their brethren: Shallum was the chief;","And the porters <i>were</i>, Shallum, and Akkub, and Talmon, and Ahiman, and their brethren: Shallum <i>was</i> the chief;"
2322,19,0,"Who hitherto waited in the king's gate eastward: they were porters in the companies of the children of Levi.","Who hitherto <i>waited</i> in the king's gate eastward: they <i>were</i> porters in the companies of the children of Levi."
2323,54,0,"And Shallum the son of Kore, the son of Ebiasaph, the son of Korah, and his brethren, of the house of his father, the Korahites, were over the work of the service, keepers of the gates of the tabernacle: and their fathers, being over the host of the LORD, were keepers of the entry.","And Shallum the son of Kore, the son of Ebiasaph, the son of Korah, and his brethren, of the house of his father, the Korahites, <i>were</i> over the work of the service, keepers of the gates of the tabernacle: and their fathers, <i>being</i> over the host of the L<font size=""-1"">ORD</font>, <i>were</i> keepers of the entry."
2324,20,0,"And Phinehas the son of Eleazar was the ruler over them in time past, and the LORD was with him.","And Phinehas the son of Eleazar was the ruler over them in time past, <i>and</i> the L<font size=""-1"">ORD</font> <i>was</i> with him."
2325,17,0,"And Zechariah the son of Meshelemiah was porter of the door of the tabernacle of the congregation.","<i>And</i> Zechariah the son of Meshelemiah <i>was</i> porter of the door of the tabernacle of the congregation."
2326,37,0,"All these which were chosen to be porters in the gates were two hundred and twelve. These were reckoned by their genealogy in their villages, whom David and Samuel the seer did ordain in their set office.","All these <i>which were</i> chosen to be porters in the gates <i>were</i> two hundred and twelve. These were reckoned by their genealogy in their villages, whom David and Samuel the seer did ordain in their set office."
2327,25,0,"So they and their children had the oversight of the gates of the house of the LORD, namely, the house of the tabernacle, by wards.","So they and their children <i>had</i> the oversight of the gates of the house of the L<font size=""-1"">ORD</font>, <i>namely</i>, the house of the tabernacle, by wards."
2328,13,0,"In four quarters were the porters, toward the east, west, north, and south.","In four quarters were the porters, toward the east, west, north, and south."
2329,20,0,"And their brethren, which were in their villages, were to come after seven days from time to time with them.","And their brethren, <i>which were</i> in their villages, <i>were</i> to come after seven days from time to time with them."
2330,24,0,"For these Levites, the four chief porters, were in their set office, and were over the chambers and treasuries of the house of God.","For these Levites, the four chief porters, were in <i>their</i> set office, and were over the chambers and treasuries of the house of God."
2331,24,1,"And they lodged round about the house of God, because the charge was upon them, and the opening thereof every morning pertained to them.","¶And they lodged round about the house of God, because the charge <i>was</i> upon them, and the opening thereof every morning <i>pertained</i> to them."
2332,21,0,"And certain of them had the charge of the ministering vessels, that they should bring them in and out by tale.","And <i>certain</i> of them had the charge of the ministering vessels, that they should bring them in and out by tale."
2333,33,0,"Some of them also were appointed to oversee the vessels, and all the instruments of the sanctuary, and the fine flour, and the wine, and the oil, and the frankincense, and the spices.","<i>Some</i> of them also <i>were</i> appointed to oversee the vessels, and all the instruments of the sanctuary, and the fine flour, and the wine, and the oil, and the frankincense, and the spices."
