ChpVrsNdx,NumWrd,nPilcrow,PText,RText,TText
3604,24,0,"","","w w w w w w w w. w w w Twt w; w Tw wt w w w w w w w w."
3605,25,0,"","","Tw wt w w w w w, w w w w, w Tw wt w w w w, w w w, w w w w."
3606,22,0,"","","w w w? w Twt w w w w. w Twt w w w w w w w w w w w."
3607,23,0,"","","w w w w w w w w w, w Tw wt w w w: w w Twt w w w w w."
3841,18,0,"","","w w w w w w w w w w w w w, w w w w w."
3842,13,0,"","","w w w w w w Twt w w Twt w w w."
3843,21,0,"","","w w w w w w; w, w w w w, w w w w w w w w w w."
3844,23,0,"","","w w w w w w w w w w w, w w w w w w w w w w w w."
3845,19,0,"","","w w w w w w w w w w w w w w w w w w w:"
3846,19,0,"","","w w w w w w Twt w w w w, w w w w w w w w."
3847,15,3,"","","w w w w w, w w w w w w w w w w."
3848,25,0,"","","w w w w w w w w w w w w w w w w w, w w w w Twt w w w:"
3849,30,0,"","","w w w w w w w w Twt w; w w w w, w w w w w w w w w w w, w w w w w."
3850,10,0,"","","w w w w, w, w w, w w w."
3851,14,0,"","","w w, w w w, w w w; w w w, w w w."
3852,27,0,"","","w w, w w, w w w w w w w, w w w w w w w w w w; w w w w w w."
3853,27,0,"","","w w w w w w w w w w w w w w, w w w w w w, w w w w w w w."
3854,27,0,"","","w w w w w w w w, w w, w w w w w w w, w w w w, w w w w w w."
3855,29,0,"","","w, w, w w w w w w w w w w w, w w w w w, w w w w w w w w w w w,"
3856,33,0,"","","w w w w w w w w w w w w, w w w w w, w w w w w w w w w w, w w w w w w."
3857,17,0,"","","w w w w w w w w w w w w w w w w w."
3858,28,0,"","","w w w w w w w w w w w w w w w w w w w, w w w w w, w w w w,"
3859,30,0,"","","w w w w w, w w w w w w w w; w w w w, w w w w w, w w w w w w w w."
3860,22,0,"","","w, w w w w w w w w, w w w w w, w w w w w w w w:"
3861,23,0,"","","w w w w w, w w w w w w w, w w w: w w w w w w w w."
3862,13,0,"","","w w w w w w w w w w w w w."
3863,21,0,"","","w w w w w w w w w, w w w w w w w w w w w w;"
3864,40,0,"","","w w w w w w w, w w w w w: w w w w w w w w w, w w w w w w w w w w, w w w w w w w w Twt."
3865,11,0,"","","w w w w w w w w w w w."
3866,22,0,"","","w w w w w w w w w w w w w w w w w w w w w w."
3867,33,0,"","","w w w w w; w w w w w. w w w w w w w w w w w w, w w w w w w w w w w w."
3868,20,0,"","","w w w w w w, w w w w w w w, w w w w w w w."
3869,24,0,"","","w w w w w, w w w w w, w w w w w w w w w w w w w w."
3870,31,3,"","","w w w w, w, w w w w w w, w w w w w w w, w w w w w w w Twt w w w w w;"
3871,28,0,"","","w w w w w w w w w w w w w; w w w w w Tw wt w w w w w w w w;"
3872,19,0,"","","w w w w w w w w w w w w w, w w w w w w."
3873,10,0,"","","w w w w w Twt w w w. w."
4097,18,0,"","","w w w w w w w, w w w w w w w w w w w:"
4098,35,0,"","","w w w w w w w, w w w, w w w w w w w w w w w w w: w w w w w w w w, w w w w."
4099,9,0,"","","w w w w w w w w w:"
4100,25,0,"","","w w w w w w w w w w: w w w w w w w, w w w w w w w w."
4101,21,0,"","","w Twt w w w w w w w. w w w w, w w w w w w w w."
4102,8,0,"","","w w, w w w w w w."
4103,23,0,"","","w w w w, w w, w w w, w w w w w w w, w w w w w w w."
4104,7,0,"","","w w w w w w w."
4105,10,0,"","","w w, w w w w, w w w w."
4106,12,0,"","","w w w w w. w w w w w w Twt."
4107,18,0,"","","w w w w. w w w w w w Twt w w, w w w w w."
4108,19,0,"","","w w w w, w w w w w. w w w w, w w w w w w."
4109,11,0,"","","w w w w w w, w w w w w."
4110,13,0,"","","w w, w, w, w, w, w w w w w w w."
4111,18,0,"","","w w, w w, w, w w w, w w, w w w w w w w w."
4112,13,0,"","","w w w w w w w. w w w w w w."
4113,23,3,"","","w w w w, w, w w w w w w w w w w w w w w w; w w w."
4114,28,0,"","","w w w w w w w w w w w, w w w w; w w w w w w w w w w w w w."
4115,32,0,"","","w w w w w w w w Twt. w w w w w w w: w w w w w w w w w w w w, w w w w."
4116,23,0,"","","w w w w w w w w w w w w. w w w w w w w Twt w w. w."
4117,13,3,"","","w w w, w w, w w, w w, w w, w w."
4118,11,0,"","","w w, w w Twt w, w w w w w."
4119,22,0,"","","w w w, w w w w w, w w. w w w w w w w w, w w w w."
4120,12,0,"","","w w w w w w w Twt w w w. w."
4121,35,3,"","","w w w w w w w w w w w w w w, w w w w w w, w w w w w w w, w w w w w w w w,"
4122,30,0,"","","w w w w w, w w w w w w w, w w w w w w w w, w w w w w w w w w w:"
4123,12,0,"","","w w w w, Twt w w w w w w. w."
