ChpVrsNdx,NumWrd,nPilcrow,PText,RText,TText
3853,14,0,"","","w w w w w w w w w, w w w w w:"
3854,17,0,"","","w w w w w w, w Twt w w w, w w w Twt w w."
3855,33,0,"","","w, w w w w w w w w; w w w w w w w w w w w: w w w w w, w w w w w w w w."
3856,11,0,"","","w w w w w w, w w w w w:"
3857,16,0,"","","w w w w w w, w w Twt w; w w w w w w."
3858,11,0,"","","w w w w w w w w w w w."
3859,17,0,"","","w w w w w w w w w w, w w w w w w w."
3860,16,0,"","","w w w w w w w w, Twt w w w w w w w."
3861,15,0,"","","w w w w Twt w, w w Twt w w w w w w."
3862,15,0,"","","w w w w w w, w w w w w w w w w."
3863,18,0,"","","w w w w w w w: w w w; w w w w w w w w."
3864,30,0,"","","w Twt w w, w w w w w w w w w w, w w w; w w w w w w w w w w w w w."
3865,13,0,"","","w w w w, w w w w w w w w w."
3866,9,0,"","","w w w Twt w w w Twt w."
3867,33,0,"","","w w w w w w w w w. w w w w w w w w w Tw, w wt w w w w w w w w w w w w."
3868,32,0,"","","w w w w w w w w w, w w w w w w w w w w w w w w w w, w w w w w w w."
3869,26,0,"","","w w w w w w w w w w w, w w w w w w w? w w w w w w w w?"
3870,8,0,"","","w w w w w w w w?"
3871,16,0,"","","w w w w w w w w w w w w w, w w w."
3872,32,0,"","","w w w w w w w w w w w w w, w w w w, w w w w w? w w w w w; w w w w w."
3873,8,0,"","","w w w: w w w w w."
3874,20,0,"","","w w w, w w w; w w w w w w w w: w w Twt w w w."
3875,18,3,"","","w w Twt w w, w w w w w w? w w w w w w w?"
3876,12,0,"","","Twt w, w w w w w w w, w w w:"
3877,26,0,"","","w w w w w, w w w w w w w w, w w w, w w w w w, w w w w Twt:"
3878,18,0,"","","w w w w w w w w w w w, w w w w w w w."
3879,27,0,"","","w w Twt w w w w: w Tw wt w Tw wt w w w, w w w w, w w w, Twt w w w."
3880,24,0,"","","Tw wt w w w, w w w: w w w w w w Twt w, w w Twt w w w Twt w."
3881,28,0,"","","Tw wt w w w w w, w w w w w w, w w w w w w: w Twt w w w Twt w w w."
3882,18,0,"","","w w Twt w w w w w. w w w w w; w w w w w:"
3883,20,0,"","","w w w w w; w w w w w: w w w w w; w w w w w:"
3884,23,0,"","","w w w w w w; w w w w w w. w w w w w, w w w w w w."
3885,22,0,"","","w w w w w, w w w w w w w w w; w w w Tw wt w w w."
3886,19,0,"","","w w Twt w w w w w, w w w w w; w w w w w w."
3887,16,0,"","","w w w Twt w w w, w: w w w Twt w w w w."
3888,23,0,"","","w Twt w w, w Twt w w w w w: w w Twt w w, w Twt w w w w w."
3889,19,0,"","","w w w w w w w w w w, w w w w w w w w w."
3890,20,0,"","","w w w w, w, w w w w w w w w w w; w w w w w."
3891,17,0,"","","w, w w w w w; w w w w w, w w w w w w,"
3892,30,0,"","","w w w, w w w w w w, w w w w: w w w w w, w w w w w w w, w w w w w."
3893,14,0,"","","w w w w w w w, w w w Twt w w w."
3894,34,0,"","","w w w w w w w w w, w w w w w w w w, w w w w w w w w w w w, w w w w w w."
3895,12,0,"","","w w, w Twt w w? w w, w Twt w w?"
3896,14,0,"","","w w w w Twt w; w w w w w Twt w w."
3897,15,0,"","","w w Twt w w, w w w w w w w w w w."
3898,30,0,"","","w, w w w, w w w, w, w w w w w w w w, w w w w w w w w w w w w w w."
4097,21,0,"","","w w w w w w w, w w w w w w w w w w, w w w w."
4098,30,0,"","","w w w Twt w w w w w w w w w w w w w, w Twt w w w, w w w w w w w w."
4099,21,0,"","","w w w w, w w w w w Twt w, w w w w w w w w w w."
4100,14,0,"","","w w w w w w w w w, w w w w w."
4101,18,0,"","","w w w w w w, w w w w w w: w w w w w w."
4102,24,0,"","","w w w w w w w w, w, w w w w, w w w w w w w w w w w."
4103,23,0,"","","w w w w w w w w w w; w w w w w w w w w, w w w w."
4104,8,0,"","","w w w w w w w w."
4105,15,0,"","","w w w w w w w w w w, w Tw wt w w."
4106,25,0,"","","w w w w, w w w w w w w w w: w w w w w w w w, w w w Twt."
4107,26,0,"","","w w w w w w: w w w w w w, w w w w w w: w w w w w w w w."
4108,38,0,"","","w w Twt w w, w w w w w w w w w w w: w w w w w w w w w w w w; w w w w w w w w w w."
4109,13,0,"","","w w, w w w w w, w w w w, w w."
4110,8,0,"","","w w w w w w w w."
4111,29,0,"","","w w w, w, (w w w w w w, w w w w w w w, w Twt w w w w w w w w w w,)"
4112,16,0,"","","w w w w w w, w w w w w w w Twt, w w."
4113,23,0,"","","w w w w w w w w w w w w: w w w w w w w w w w w."
4114,15,0,"","","w w w w w w w w: w w w w w w w."
4115,23,3,"","","w w w w w w. w w w w w w w w w, w w w w w w w w."
4116,13,0,"","","w w w w w. w w w w w w w w."
4117,9,0,"","","w w w Twt w w w w w."
4118,14,0,"","","w w w w w w w w w, w w w w w."
4119,10,0,"","","w w w w w w w Twt w w."
4120,10,0,"","","w w Twt w w w w w w. w."
